"token","vader","n"
"promising",1,2
"promote",1,2
"prose",0,2
"protective",0,2
"proud",1,2
"provare",0,2
"ptsd",0,2
"publication",0,2
"puedes",0,2
"pulls",0,2
"punished",-1,2
"puppeteer",0,2
"puppets",0,2
"purely",0,2
"purposeful",0,2
"pushing",0,2
"qs",0,2
"quanto",0,2
"quarter",0,2
"quel",0,2
"qui",0,2
"quietly",0,2
"quilt",0,2
"quiza",0,2
"quotes",0,2
"rabia",0,2
"racconti",0,2
"raccoons",0,2
"rainforests",0,2
"rarely",0,2
"reached",1,2
"reaction",0,2
"reactions",0,2
"realistically",0,2
"realizing",0,2
"receive",0,2
"receives",0,2
"recognize",0,2
"recopilatorio",0,2
"record",0,2
"redeeming",0,2
"redundant",0,2
"refer",0,2
"referred",0,2
"refers",0,2
"refrain",0,2
"regard",0,2
"regency",0,2
"registered",0,2
"regole",0,2
"regret",-1,2
"reiterate",0,2
"release",0,2
"released",0,2
"relevant",0,2
"relief",1,2
"remains",0,2
"remind",0,2
"removing",0,2
"repeatedly",0,2
"repeats",0,2
"representation",0,2
"represented",0,2
"reptile",0,2
"required",0,2
"requires",0,2
"rescued",1,2
"researched",0,2
"researching",0,2
"residence",0,2
"resolution",0,2
"resonate",0,2
"resonates",0,2
"resourceful",0,2
"response",0,2
"responsibility",0,2
"restaurant",0,2
"resulta",0,2
"resumen",0,2
"retellings",0,2
"retrieve",0,2
"reunited",0,2
"revisited",0,2
"revisiting",0,2
"rewrite",0,2
"rhymes",0,2
"rhythmic",0,2
"richly",1,2
"rid",0,2
"riding",0,2
"rip",0,2
"rise",0,2
"rivalry",0,2
"river",0,2
"roald",0,2
"robin",0,2
"rock",0,2
"rodeo",0,2
"rogers",0,2
"rolled",0,2
"roman",0,2
"romance",1,2
"roof",0,2
"rooting",0,2
"rosalind",0,2
"rosebush",0,2
"roses",0,2
"rozhodne",0,2
"ruins",-1,2
"runaway",0,2
"ruth",0,2
"ry",0,2
"sacrifices",0,2
"sadness",-1,2
"safe",1,2
"sagan",0,2
"saints",0,2
"sales",0,2
"salvatore",0,2
"sama",0,2
"santa",0,2
"sara",0,2
"sat",0,2
"satirical",0,2
"saved",1,2
"saya",0,2
"scale",0,2
"scare",-1,2
"scarlett",0,2
"scheme",0,2
"schlecht",0,2
"schluss",0,2
"scholastic",0,2
"schooled",0,2
"schreibstil",0,2
"scooby",0,2
"seas",0,2
"seat",0,2
"secrets",0,2
"secure",1,2
"sederhana",0,2
"seeker",0,2
"seeks",0,2
"segundo",0,2
"selected",0,2
"sell",0,2
"sells",0,2
"sembra",0,2
"sendak",0,2
"sends",0,2
"sensation",0,2
"sensibilities",0,2
"sentimenti",0,2
"sequels",0,2
"sequence",0,2
"ser",0,2
"servants",0,2
"served",0,2
"serves",0,2
"setelah",0,2
"settings",0,2
"shadows",0,2
"shaken",-1,2
"shaking",-1,2
"shame",-1,2
"shang",0,2
"shaped",0,2
"sharp",0,2
"sheer",0,2
"shine",0,2
"shoes",0,2
"shops",0,2
"shot",0,2
"shudder",0,2
"sia",0,2
"sibling",0,2
"sidenote",0,2
"siempre",0,2
"sight",0,2
"silent",0,2
"silver",0,2
"similarities",0,2
"similes",0,2
"simms",0,2
"simplicity",0,2
"sing",0,2
"singing",0,2
"sinister",-1,2
"sino",0,2
"site",0,2
"sixty",0,2
"ska",0,2
"skill",0,2
"skilled",0,2
"skimmed",0,2
"skin",0,2
"skyla",0,2
"skyline",0,2
"slang",0,2
"sleigh",0,2
"slight",0,2
"slightest",0,2
"slogging",0,2
"sloths",0,2
"slowly",0,2
"snack",0,2
"snake",0,2
"snape",0,2
"snicket's",0,2
"snobby",-1,2
"snon",0,2
"snotty",0,2
"snowflake",0,2
"snowflakes",0,2
"snowman",0,2
"sobre",0,2
"sodass",0,2
"soft",0,2
"sold",0,2
"soldier",0,2
"soll",0,2
"sooo",0,2
"soothing",1,2
"sour",0,2
"south",0,2
"spade",0,2
"spaghetti",0,2
"sparky",0,2
"specialist",0,2
"specific",0,2
"spectacular",0,2
"spegel",0,2
"spelling",0,2
"spent",0,2
"spiders",0,2
"spin",0,2
"spirito",0,2
"spiteful",-1,2
"spoil",0,2
"spoilers",0,2
"spoiling",0,2
"spooky",0,2
"sports",0,2
"spotted",0,2
"spray",0,2
"spring",0,2
"sprinkled",0,2
"spunky",0,2
"stands",0,2
"stare",0,2
"stared",0,2
"stata",0,2
"stayed",0,2
"stays",0,2
"steal",-1,2
"steals",-1,2
"stellenweise",0,2
"stepping",0,2
"sterile",0,2
"stewart",0,2
"sticking",0,2
"sting",0,2
"stood",0,2
"store's",0,2
"story's",0,2
"straightforward",0,2
"strangely",-1,2
"stretch",0,2
"strict",0,2
"strictly",0,2
"striking",0,2
"stroke",0,2
"stubborn",-1,2
"stuck",-1,2
"stumbles",0,2
"styles",0,2
"successful",1,2
"suck",-1,2
"sudden",0,2
"sudoku",0,2
"sue",0,2
"suffer",-1,2
"suit",0,2
"suitably",0,2
"sun",0,2
"sunday",0,2
"suo",0,2
"support",1,2
"surprises",1,2
"surprisingly",1,2
"surrounding",0,2
"swallowed",0,2
"swears",1,2
"sweeter",0,2
"swimming",0,2
"swooped",0,2
"synesthesia",0,2
"ta",0,2
"tackling",0,2
"tacy",0,2
"tad",0,2
"tailing",0,2
"talents",1,2
"tambien",0,2
"tan",0,2
"tanya",0,2
"tassa",0,2
"te",0,2
"teenage",0,2
"teil",0,2
"telepathic",0,2
"tempered",0,2
"tender",0,2
"tengo",0,2
"tenia",0,2
"tentang",0,2
"tercera",0,2
"terminology",0,2
"terrific",1,2
"terrifying",-1,2
"test",0,2
"testa",0,2
"testo",0,2
"texture",0,2
"tfl",0,2
"theory",0,2
"thick",0,2
"thirty",0,2
"throat",0,2
"tiara",0,2
"tick",0,2
"ticket",0,2
"tight",0,2
"timeskip",0,2
"timing",0,2
"timothy",0,2
"tired",-1,2
"tiring",0,2
"toad",0,2
"today's",0,2
"toddlers",0,2
"tolerated",0,2
"ton",0,2
"tool",0,2
"tools",0,2
"tooth",0,2
"torn",-1,2
"tornado",0,2
"toting",0,2
"toto",0,2
"touches",0,2
"townspeople",0,2
"track",0,2
"traditions",0,2
"traduzione",0,2
"tragic",-1,2
"trailer",0,2
"training",0,2
"traitor",0,2
"translate",0,2
"translated",0,2
"transported",0,2
"traumatic",-1,2
"treasures",1,2
"treating",0,2
"trees",0,2
"trelawney",0,2
"tres",0,2
"trick",-1,2
"trickster",-1,2
"tricky",-1,2
"triplets",0,2
"troubled",-1,2
"truely",0,2
"trust",1,2
"trusting",1,2
"tubman",0,2
"tucked",0,2
"turkey",0,2
"turner",0,2
"twinkle",0,2
"twirly",0,2
"twy",0,2
"tycker",0,2
"u.s",0,2
"ugly",-1,2
"uh",0,2
"uma",0,2
"unable",0,2
"unbiased",-1,2
"understandable",0,2
"undies",0,2
"uneasy",-1,2
"universal",0,2
"unlikable",0,2
"unnahbar",0,2
"unread",0,2
"untuk",0,2
"uomo",0,2
"upside",0,2
"ursu's",0,2
"usa",0,2
"ut",0,2
"utopian",0,2
"utterly",0,2
"valuable",1,2
"vanno",0,2
"variations",0,2
"varied",0,2
"verbally",0,2
"verdad",0,2
"verlag",0,2
"versa",0,2
"vice",0,2
"victoria",0,2
"viel",0,2
"viela",0,2
"visceral",0,2
"visiting",0,2
"visits",0,2
"vita",0,2
"vive",0,2
"vond",0,2
"voor",0,2
"vor",0,2
"wacky",0,2
"wakes",0,2
"walked",0,2
"walter",0,2
"wan",0,2
"warmed",1,2
"warmest",1,2
"warning",-1,2
"washy",0,2
"weak",-1,2
"wealth",1,2
"weather",0,2
"weaves",0,2
"website",0,2
"websites",0,2
"wedding",0,2
"weeks",0,2
"weight",0,2
"weil",0,2
"weltall",0,2
"werden",0,2
"whatnot",0,2
"whilst",0,2
"whimsical",1,2
"whispering",0,2
"whistle",0,2
"wick",0,2
"wicked",-1,2
"wilder",0,2
"wildlife",0,2
"williams",0,2
"wing",0,2
"wings",0,2
"wins",1,2
"winter's",0,2
"wisdom",1,2
"wise",1,2
"wishy",0,2
"witch",-1,2
"witty",0,2
"wiz",0,2
"wizard",0,2
"wombat",0,2
"won",1,2
"wonders",0,2
"wood",0,2
"woodland",0,2
"worded",0,2
"wording",0,2
"world's",0,2
"worried",-1,2
"worrying",-1,2
"worst",-1,2
"worthy",1,2
"wp.me",0,2
"wrapped",0,2
"writer's",0,2
"www.scholastic.com",0,2
"wynne",0,2
"yellow",0,2
"yorinks",0,2
"yoruba",0,2
"yuck",0,2
"yup",0,2
"zack",0,2
"zacktastic",0,2
"ze",0,2
"ziefert",0,2
"zombie",0,2
"zucchini",0,2
"0060",0,1
"02",0,1
"040715",0,1
"071711",0,1
"1.60",0,1
"1000",0,1
"101",0,1
"109",0,1
"10yo",0,1
"118",0,1
"123",0,1
"12th",0,1
"130",0,1
"13576",0,1
"13th",0,1
"14.99",0,1
"14245997",0,1
"150",0,1
"154",0,1
"15rb",0,1
"16",0,1
"18",0,1
"180",0,1
"1880s",0,1
"1912",0,1
"1920",0,1
"1930",0,1
"1936",0,1
"1937",0,1
"1940s",0,1
"1947",0,1
"1950",0,1
"1966",0,1
"1967",0,1
"1980",0,1
"1984",0,1
"1985",0,1
"1989",0,1
"1992",0,1
"1993",0,1
"19th",0,1
"2003",0,1
"2004",0,1
"2006",0,1
"2008",0,1
"200k",0,1
"2014",0,1
"2016",0,1
"20th",0,1
"21",0,1
"218",0,1
"21st",0,1
"23",0,1
"24",0,1
"25817157teele",0,1
"26",0,1
"27",0,1
"29",0,1
"2siglos",0,1
"3.9",0,1
"300",0,1
"31",0,1
"32",0,1
"34",0,1
"344",0,1
"36",0,1
"385",0,1
"387",0,1
"3bucuk",0,1
"4'5",0,1
"4'75",0,1
"400",0,1
"423",0,1
"44",0,1
"572",0,1
"600",0,1
"60s",0,1
"70",0,1
"700",0,1
"70s",0,1
"73993",0,1
"79",0,1
"80",0,1
"86",-1,1
"942.1",0,1
"95",0,1
"97",0,1
"978",0,1
"98",0,1
"99p",0,1
"9th",0,1
"a.h",0,1
"a.topic",0,1
"aan",0,1
"aanraden",0,1
"aback",0,1
"abcb",0,1
"ableist",0,1
"ablogofthebooks.blogpot.com",0,1
"ably",0,1
"abnormal",0,1
"abridged",0,1
"absent",0,1
"abstract",0,1
"abstrak",0,1
"absurd",0,1
"absurdity",0,1
"abundantly",0,1
"abuse",-1,1
"abusive",-1,1
"academy",0,1
"accade",0,1
"accentuated",0,1
"acceptable",1,1
"accidentally",-1,1
"accoglitore",0,1
"accompagnare",0,1
"accompanies",0,1
"accompaniment",0,1
"accomplish",1,1
"accomplishment",0,1
"accomplishments",0,1
"account",0,1
"accurately",0,1
"accusing",-1,1
"acercarse",0,1
"acknowledged",0,1
"acknowledges",0,1
"acordo",0,1
"acquired",0,1
"acrobatics",0,1
"acting",0,1
"active",1,1
"activity",0,1
"actor's",0,1
"acuity",0,1
"adalah",0,1
"adaptations",0,1
"adatto",0,1
"addams",0,1
"addicted",0,1
"adding",0,1
"address",0,1
"addressed",0,1
"addresses",0,1
"addy",0,1
"adjectives",0,1
"adjust",0,1
"admirably",1,1
"admiral",1,1
"admire",1,1
"admirer",1,1
"admitted",1,1
"adolescent",0,1
"adopt",1,1
"adopted",0,1
"adoptive",0,1
"adorato",0,1
"adored",1,1
"adorei",0,1
"adrienne",0,1
"adroitly",0,1
"adultish",0,1
"advance",0,1
"advancing",0,1
"adversaries",-1,1
"adverse",-1,1
"advertises",0,1
"advocate",0,1
"aeeewwww",0,1
"aerial",0,1
"aesop",0,1
"aesthetics",0,1
"affair",0,1
"affecting",0,1
"affection",1,1
"affectionate",1,1
"affects",0,1
"affidato",0,1
"affront",0,1
"afoot",0,1
"afterward",0,1
"agency",0,1
"agent",0,1
"agghiacciante",0,1
"aggravates",-1,1
"agitated",-1,1
"agonised",-1,1
"agreement",1,1
"aguas",0,1
"ahhh",0,1
"ahorrado",0,1
"ai",0,1
"aids",0,1
"aiken's",0,1
"aikuista",0,1
"aiming",0,1
"aimless",0,1
"airbender",0,1
"airplane",0,1
"airy",0,1
"aisle",0,1
"ajar",0,1
"akan",0,1
"akhirnya",0,1
"akiko",0,1
"akome",0,1
"aktion",0,1
"aku",0,1
"alami",0,1
"album",0,1
"albuquerque",0,1
"alcoholism",0,1
"alcott",0,1
"alcuni",0,1
"aldo",0,1
"alec",0,1
"alejaba",0,1
"alexa",0,1
"alexander",0,1
"alexander's",0,1
"alfred",0,1
"alguna",0,1
"aliens",0,1
"aligned",0,1
"alistair",0,1
"all'esperienza",0,1
"all'inizio",0,1
"allegedly",0,1
"allein",0,1
"allem",0,1
"allen",0,1
"allergies",0,1
"allergy",0,1
"alles",0,1
"allo",0,1
"alls",0,1
"allt",0,1
"ally",0,1
"alma",0,1
"aloha",0,1
"alot",0,1
"alouds",0,1
"alright",1,1
"alskar",0,1
"alternating",0,1
"alternatives",0,1
"altre",0,1
"amanda",0,1
"amazingness",0,1
"ambientada",0,1
"ambiguous",0,1
"ambulance",0,1
"amd",0,1
"amelia",0,1
"ameniza",0,1
"americaness",0,1
"americus",0,1
"amiga",0,1
"amiss",0,1
"amo",0,1
"amoung",0,1
"amusement",1,1
"analogias",0,1
"analogy",0,1
"analytical",0,1
"anatomy",0,1
"anderen",0,1
"anfang",0,1
"angela",0,1
"angelic",0,1
"angels",0,1
"angesprochen",0,1
"angrily",-1,1
"animagi",0,1
"animagus",0,1
"animal's",0,1
"animation",0,1
"animato",0,1
"animator",0,1
"animsls",0,1
"ann",0,1
"anna",0,1
"annette",0,1
"annimmt",0,1
"anniversary",0,1
"anno",0,1
"annotare",0,1
"announced",0,1
"announces",0,1
"annual",0,1
"annukka",0,1
"ano",0,1
"anonymous",0,1
"anscheinend",0,1
"ansprechen",0,1
"anspruchslos",0,1
"anspruchslose",0,1
"answered",0,1
"ant",0,1
"antagonist",-1,1
"anterior",0,1
"anti",-1,1
"anticipate",0,1
"anxiety",-1,1
"anxious",-1,1
"apace",0,1
"aparecen",0,1
"apartment",0,1
"aplica",0,1
"apo",0,1
"appalled",-1,1
"apparent",0,1
"appealed",0,1
"appeared",0,1
"appearing",0,1
"appended",0,1
"appetite",0,1
"appetites",0,1
"applaud",1,1
"applause",1,1
"appleblossom",0,1
"applegate",0,1
"appreciates",1,1
"appreciating",1,1
"apremiante",0,1
"aquaman",0,1
"aqui",0,1
"arbutus",0,1
"arcade",0,1
"archaeologist",0,1
"arcs",0,1
"arctic",0,1
"ard",0,1
"ardagh's",0,1
"aregui",0,1
"argot",0,1
"arguably",-1,1
"argument",-1,1
"argumento",0,1
"arise",0,1
"arises",0,1
"arms",0,1
"army",0,1
"arose",0,1
"arranged",0,1
"arrangement",0,1
"arrgghhh",0,1
"arrive",0,1
"arrows",0,1
"artemis",0,1
"artic",0,1
"article",0,1
"articles",0,1
"artifact",0,1
"artistically",0,1
"artists",0,1
"artsy",0,1
"asettica",0,1
"asexual",0,1
"ashamed",-1,1
"ashburn",0,1
"ashburn's",0,1
"ashton",0,1
"aspergers",0,1
"aspettato",0,1
"aspirations",0,1
"aspiring",0,1
"assente",0,1
"asserting",0,1
"asserts",0,1
"asshole",0,1
"assignments",0,1
"assistant",0,1
"assumes",0,1
"assumptions",0,1
"assurdo",0,1
"assures",1,1
"asteroidi",0,1
"astonishingly",0,1
"astounding",1,1
"astronavi",0,1
"astronomi",0,1
"astute",0,1
"asylum",0,1
"atau",0,1
"atencion",0,1
"athletic",0,1
"atlas",0,1
"attacks",-1,1
"attic",0,1
"attitude",0,1
"attitudes",0,1
"attract",1,1
"attractions",1,1
"attraverso",0,1
"attributed",0,1
"attributes",0,1
"audible",0,1
"audience's",0,1
"audrey",0,1
"aufgrund",0,1
"aufklarung",0,1
"auld",0,1
"ausencia",0,1
"ausserirdische",0,1
"aussprechen",0,1
"austen",0,1
"autentico",0,1
"authentic",0,1
"authorship",0,1
"autistic",0,1
"autobiographical",0,1
"automatically",0,1
"automation",0,1
"automi",0,1
"autopsy",0,1
"autor",0,1
"autorcin",0,1
"autores",0,1
"autors",0,1
"avatar",0,1
"avenged",0,1
"averaged",0,1
"avere",0,1
"avert",-1,1
"avocado",0,1
"avoidance",-1,1
"avoiding",-1,1
"avoids",-1,1
"avuto",0,1
"avvilita",0,1
"await",1,1
"awaits",1,1
"awal",0,1
"awarded",1,1
"awareness",0,1
"awe",0,1
"awed",0,1
"awfulness",0,1
"awkwardly",-1,1
"awkwardness",-1,1
"awry",0,1
"awwww",0,1
"az",0,1
"azzurro",0,1
"baby's",0,1
"babyish",0,1
"babysitters",0,1
"babywearing",0,1
"backdrop",0,1
"backmatter",0,1
"backpacks",0,1
"backyard",0,1
"bacon",0,1
"bade",0,1
"bagaimana",0,1
"bagi",0,1
"bagusan",0,1
"bahan",0,1
"bahkan",0,1
"baik",0,1
"bailey",0,1
"bakalan",0,1
"bakat",0,1
"bakongo",0,1
"balance",0,1
"balao",0,1
"baldacchino",0,1
"baldacchino's",0,1
"ballerina",0,1
"ballets",0,1
"ballistic",0,1
"balls",0,1
"balzer",0,1
"bang",0,1
"banget",0,1
"banished",0,1
"bar",0,1
"barely",0,1
"bargain",1,1
"barging",0,1
"barrymoser",0,1
"bart",0,1
"barton's",0,1
"barzelletta",0,1
"basement",0,1
"bashed",0,1
"bashers",0,1
"basisvaardigheid",0,1
"basiyorlar.oglumun",0,1
"basta",0,1
"bated",0,1
"bathrooms",0,1
"bathtub",0,1
"batterli",0,1
"battersea's",0,1
"battled",-1,1
"batts",0,1
"baubles",0,1
"bchh",0,1
"beachy",0,1
"bean",0,1
"beanstalk",0,1
"bearable",0,1
"beard",0,1
"beaten",-1,1
"beatrice",0,1
"beau",0,1
"beauregard",0,1
"beberapa",0,1
"beck",0,1
"bedelia",0,1
"bedeutet",0,1
"bedroom",0,1
"beetje",0,1
"befriend",0,1
"befriends",0,1
"begeistern",0,1
"begeistert",0,1
"begibt",0,1
"beginner's",0,1
"beginners",0,1
"begs",0,1
"behaved",0,1
"behaves",0,1
"behaviors",0,1
"behaviours",0,1
"bei",0,1
"bekantskap",0,1
"bel",0,1
"believing",0,1
"bella",0,1
"bellissimi",0,1
"bells",0,1
"belonged",0,1
"belonging",0,1
"benedict's",0,1
"benefit",1,1
"benefits",1,1
"benevolent",1,1
"bennett",0,1
"bent",0,1
"bentley",0,1
"bentley's",0,1
"benzene",0,1
"berbeda",0,1
"bermain",0,1
"bernard",0,1
"beroende",0,1
"berries",0,1
"bertahun",0,1
"bertie",0,1
"beschrijft",0,1
"besitzt",0,1
"besonders",0,1
"beste",0,1
"bestseller",0,1
"betrayal",-1,1
"betsy's",0,1
"bevins",0,1
"bez",0,1
"bfg",0,1
"bhaassaayy",0,1
"bianca",0,1
"biased",-1,1
"biddle's",0,1
"bieb",0,1
"bien",0,1
"biggest",0,1
"bike",0,1
"bill",0,1
"billiard",0,1
"billion",0,1
"billy",0,1
"bimbi",0,1
"binding",0,1
"bio",0,1
"biography",0,1
"biology",0,1
"biome",0,1
"birchbark",0,1
"birdbrain",0,1
"birders",0,1
"bis",0,1
"bisa",0,1
"bitar",0,1
"bitch",-1,1
"bites",0,1
"bittaa",0,1
"bitter",-1,1
"bivouacking",0,1
"bizzare",0,1
"blackmailed",0,1
"blanca",0,1
"bland",0,1
"blaterano",0,1
"ble",0,1
"bleef",0,1
"bleh",0,1
"bleibt",0,1
"blend",0,1
"blending",0,1
"blev",0,1
"blf",0,1
"blieben",0,1
"blink",0,1
"bliss",1,1
"blobs",0,1
"blocks",-1,1
"blommorna",0,1
"blossomed",0,1
"blotta",0,1
"blow",0,1
"blows",0,1
"blueberry",0,1
"blues",0,1
"blurb",0,1
"blurbs",0,1
"blyton",0,1
"boa",0,1
"boarder",0,1
"boast",0,1
"bobbsey",0,1
"bobby's",0,1
"bodbh",0,1
"bodies",0,1
"boggling",0,1
"boia",0,1
"boiakan",0,1
"boil",0,1
"boiled",0,1
"bold",1,1
"boleh",0,1
"bolsas",0,1
"bombina",0,1
"bombs",0,1
"bondage",0,1
"boni",0,1
"bonito",0,1
"bonus",1,1
"boogers",0,1
"book.the",0,1
"bookcrossing.com",0,1
"bookreadingtic.com",0,1
"bookshelf",0,1
"boot",0,1
"booty",0,1
"borboleta",0,1
"borders",0,1
"bores",-1,1
"boring.the",0,1
"boringsville",0,1
"borjar",0,1
"borrowers",0,1
"borrowing",0,1
"bosen",0,1
"bossie",0,1
"boston",0,1
"bothering",-1,1
"bounced",0,1
"bouncy",0,1
"bowls",0,1
"boxes",0,1
"boyfriend",0,1
"boyfriends",0,1
"boyish",0,1
"bp.blogspot.com",0,1
"brady's",0,1
"bragging",0,1
"braille",0,1
"brains",0,1
"brainstorming",0,1
"brainwashing",-1,1
"brainy",0,1
"branched",0,1
"bray",0,1
"breach",0,1
"bread",0,1
"breathtaking",1,1
"breeding",0,1
"breeze",0,1
"breezy",0,1
"brendan",0,1
"brett",0,1
"briggs",0,1
"brighten",1,1
"brightly",1,1
"brimming",0,1
"brink",0,1
"briskontai",0,1
"britanica",0,1
"broaden",0,1
"broadens",0,1
"broer",0,1
"broke",-1,1
"bronte",0,1
"broom",0,1
"broomstick",0,1
"bros",0,1
"brownies",0,1
"browsed",0,1
"browsing",0,1
"brthaa",0,1
"brutal",-1,1
"bsechi",0,1
"bst",0,1
"bubbles",0,1
"bucket",0,1
"buckingham",0,1
"buddies",0,1
"buenas",0,1
"buffalo",0,1
"bugged",0,1
"bugie",0,1
"bugs",0,1
"buildup",0,1
"bulling",0,1
"bullshit",-1,1
"bumblebee",0,1
"bummer",-1,1
"bump",0,1
"bumps",0,1
"bungalows",0,1
"buoni",0,1
"buoyant",1,1
"burda",0,1
"burden",-1,1
"burdens",-1,1
"buried",0,1
"burlian",0,1
"burn",0,1
"burned",0,1
"burnett",0,1
"burnett's",0,1
"burping",0,1
"burton's",0,1
"busch",0,1
"bush",0,1
"busi",0,1
"busiest",0,1
"butler",0,1
"butt",0,1
"butterfly",0,1
"button",0,1
"buys",0,1
"bwdm",0,1
"byn",0,1
"bynhm",0,1
"c'a",0,1
"caboose",0,1
"caffe",0,1
"caffeine",0,1
"cage",0,1
"cakes",0,1
"calves",0,1
"calvin",0,1
"cam",0,1
"cambios",0,1
"cameos",0,1
"camp",0,1
"cams",0,1
"canada",0,1
"candidates",0,1
"candlewick",0,1
"candymaker",0,1
"cane",0,1
"cannibalism",0,1
"cannon",0,1
"canoes",0,1
"canrealy",0,1
"canvas",0,1
"capacity",0,1
"caper",0,1
"caperucita",0,1
"capitan",0,1
"capito",0,1
"capitolo",0,1
"capitulo",0,1
"caps",0,1
"captured",0,1
"capturing",0,1
"caratterizzano",0,1
"carbon",0,1
"cardboard",0,1
"carefree",1,1
"carefully",1,1
"caregivers",0,1
"carica",0,1
"caricature",0,1
"carino",0,1
"carl",0,1
"carle",0,1
"carlos",0,1
"carney's",0,1
"carniage",0,1
"carny",0,1
"carol",0,1
"carols",0,1
"carolyn",0,1
"carpet",0,1
"carroll's",0,1
"cart",0,1
"cartoonish",0,1
"carve",0,1
"casa",0,1
"casi",0,1
"caso",0,1
"cass",0,1
"casual",1,1
"cat's",0,1
"catapultato",0,1
"catching",0,1
"cathedral",0,1
"catholic",0,1
"cattiveria",0,1
"cattle",0,1
"causing",0,1
"cavanna",0,1
"cavanna's",0,1
"cbca",0,1
"cease",0,1
"celebrated",1,1
"celebrating",1,1
"celebrities",0,1
"celebrity",0,1
"celkem",0,1
"celos",0,1
"cenicienta",0,1
"censor",-1,1
"centered",0,1
"centinaia",0,1
"cercare",0,1
"cereals",0,1
"ceremony",0,1
"ceritanya",0,1
"cerrada",0,1
"certo",0,1
"cetla",0,1
"ceuta",0,1
"cgge",0,1
"chaanging",0,1
"chaarraa",0,1
"chair",0,1
"champion",1,1
"chances",1,1
"channel",0,1
"char",0,1
"characterization",0,1
"charity",1,1
"charlie's",0,1
"charmed",1,1
"charmingly",1,1
"charves",0,1
"chases",0,1
"chasing",0,1
"chasm",0,1
"chatting",0,1
"chatty",0,1
"cheap",0,1
"checked",0,1
"cheerio",1,1
"cheers",1,1
"cheery",1,1
"cheesey",0,1
"cherry",0,1
"chiama",0,1
"chiamerebbe",0,1
"chiarisco",0,1
"chicago",0,1
"chickens",0,1
"chiede",0,1
"chiildren's",0,1
"childbirth",0,1
"childlike",0,1
"chill",0,1
"chills",0,1
"chimney",0,1
"china",0,1
"china's",0,1
"chiqui",0,1
"chock",0,1
"chooses",0,1
"chopping",0,1
"choppy",0,1
"chops",0,1
"chopsticks",0,1
"chrisman",0,1
"christensen",0,1
"christine",0,1
"chronological",0,1
"chrraa",0,1
"chuckie",0,1
"chucking",0,1
"chuckling",1,1
"chums",0,1
"church",0,1
"chuva",0,1
"chyzy",0,1
"cidden",0,1
"cigars",0,1
"cinch",0,1
"cinco",0,1
"circulo",0,1
"circumstance",0,1
"circumvents",0,1
"cist",0,1
"citations",0,1
"city's",0,1
"cj",0,1
"claim",0,1
"claimed",0,1
"claire's",0,1
"clam",0,1
"claro",0,1
"clash",0,1
"clasica",0,1
"classical",0,1
"classified",0,1
"classmate",0,1
"classmates",0,1
"classrooms",0,1
"claude",0,1
"cleanliness",0,1
"clearer",0,1
"cleverness",1,1
"cliche",0,1
"cliched",0,1
"climax",0,1
"climbed",0,1
"climbing",0,1
"clippings",0,1
"clock",0,1
"clones",0,1
"closed",0,1
"closely",0,1
"closing",0,1
"clothing",0,1
"clouding",0,1
"clubhouse",0,1
"clubs",0,1
"clue",0,1
"clutches",0,1
"coast",0,1
"coat",0,1
"cobra",0,1
"cockney",0,1
"cocky",-1,1
"cocok",0,1
"cocuklar",0,1
"coders",0,1
"coffee",0,1
"coggins",0,1
"cohesive",0,1
"coin",0,1
"coinciden",0,1
"coincidence",0,1
"coincidentally",0,1
"cok",0,1
"coldness",0,1
"colfer",0,1
"collaborator",0,1
"collect",0,1
"collected",0,1
"collections",0,1
"collegata",0,1
"collier",0,1
"collins",0,1
"collodi",0,1
"collodi's",0,1
"colored",0,1
"colori",0,1
"coloring",0,1
"colour",0,1
"colourful",0,1
"colter's",0,1
"com'e",0,1
"combination",0,1
"combinations",0,1
"combined",0,1
"combines",0,1
"combining",0,1
"comedy",1,1
"comenzaron",0,1
"comestibles",0,1
"comfort",1,1
"comical",0,1
"comingsoon",0,1
"commend",1,1
"commentato",0,1
"commented",0,1
"comments",0,1
"commercialized",0,1
"commercials",0,1
"committee",0,1
"commonly",0,1
"communist",0,1
"compacted",0,1
"compagni",0,1
"compagnia",0,1
"companion",0,1
"comparable",0,1
"compendio",0,1
"compendium",0,1
"compete",0,1
"competing",0,1
"compilacion",0,1
"compilation",0,1
"complaints",-1,1
"complaisance",0,1
"completo",0,1
"complicatedly",0,1
"complication",0,1
"compliments",1,1
"comportamientos",0,1
"composition",0,1
"compound",0,1
"compre",0,1
"comprehension",0,1
"comunicato",0,1
"comunion",0,1
"concealed",0,1
"conceived",0,1
"concentrating",0,1
"concerned",0,1
"concerns",0,1
"concludes",0,1
"concord",0,1
"concrete",0,1
"concretely",0,1
"concreto",0,1
"condannato",0,1
"condescending",0,1
"condicion",0,1
"conditions",0,1
"conduttore",0,1
"cone",0,1
"confess",0,1
"confirmed",0,1
"conflicted",0,1
"conflictos",0,1
"confronts",-1,1
"confucius",0,1
"confusion",-1,1
"confuso",0,1
"congedato",0,1
"congedo",0,1
"congo",0,1
"connecticut",0,1
"connections",0,1
"connelly",0,1
"conner",0,1
"conniving",0,1
"conoscenza",0,1
"conosciuto",0,1
"conquistadores",0,1
"conseguido",0,1
"conservacion",0,1
"conservate",0,1
"conservation",0,1
"consideration",0,1
"considero",0,1
"consistency",0,1
"consistently",0,1
"constance's",0,1
"constante",0,1
