"token","lsd","n"
"opinion",0,1
"opinions",0,1
"opna",0,1
"opportunities",1,1
"optimization",1,1
"optionally",0,1
"oral",0,1
"oras",0,1
"ordinate",0,1
"organic",1,1
"organize",0,1
"oriental",0,1
"origin",0,1
"original",0,1
"originally",0,1
"originated",0,1
"oriola",0,1
"ornamental",0,1
"ornav",0,1
"osaka",0,1
"osakeyhti",0,1
"oscar",0,1
"osl",0,1
"oslo",0,1
"oss",0,1
"ostrava",0,1
"osuuskunta",0,1
"otis",0,1
"otto",0,1
"oulu",0,1
"outstanding",1,1
"overlaid",0,1
"ovi",0,1
"owing",0,1
"owns",0,1
"oxygen",0,1
"package",0,1
"pages",0,1
"paikallissanomat",0,1
"paints",0,1
"paivaniemi",0,1
"panel",0,1
"panfish",0,1
"pankki",0,1
"papel",0,1
"paperboard",0,1
"par",0,1
"parallel",0,1
"parchment",0,1
"parent",0,1
"paris",0,1
"partnering",1,1
"passed",0,1
"passengers",0,1
"patented",0,1
"patents",0,1
"patterns",0,1
"paulig",0,1
"payments",0,1
"payphones",0,1
"pc",0,1
"pcmag.com",0,1
"pearl",0,1
"pellet",0,1
"pellissier",0,1
"peltola",0,1
"pending",0,1
"pensionable",0,1
"pensions",0,1
"percentage",0,1
"periods",0,1
"perlos",0,1
"permanent",0,1
"pervorouralsky",0,1
"peterson",0,1
"pharmaceuticals",0,1
"pharmacy",0,1
"philadelphia",0,1
"photonium",0,1
"picked",0,1
"pietarsaari",0,1
"pine",0,1
"pioneer",0,1
"pipeline",0,1
"pipettors",0,1
"pirila",0,1
"pirkka",0,1
"pitching",0,1
"plains",0,1
"plasterboard",0,1
"plastic",0,1
"plastics",0,1
"plates",0,1
"platts",0,1
"player",0,1
"plot",0,1
"plots",0,1
"plumbing",0,1
"pntz",0,1
"pohjolan",0,1
"pole",0,1
"poles",0,1
"polish",1,1
"politicians",0,1
"pollex",0,1
"polytechnics",0,1
"ponsse",0,1
"pool",0,1
"poor",-1,1
"populated",0,1
"pori",0,1
"portable",1,1
"portal",0,1
"portsmouth",0,1
"portugal",0,1
"porvoo",0,1
"poser",0,1
"positioning",0,1
"postimees",0,1
"potato",0,1
"potentially",0,1
"poultry",0,1
"pounds",0,1
"powder",0,1
"practices",0,1
"praised",1,1
"preceding",0,1
"prefab",0,1
"preference",1,1
"preliminary",0,1
"premises",0,1
"prepaid",0,1
"prepared",0,1
"prepares",0,1
"presentation",0,1
"presentations",0,1
"pressed",0,1
"pressplate",0,1
"prevailing",0,1
"prevention",0,1
"pricier",0,1
"priit",0,1
"primarily",0,1
"principal",1,1
"print",0,1
"priority",0,1
"pro",0,1
"procedure",0,1
"procedures",0,1
"proceeded",0,1
"processes",0,1
"processor",0,1
"productivity",0,1
"professional",0,1
"profiles",0,1
"profiling",0,1
"profits",0,1
"programs",0,1
"progress",1,1
"proha",0,1
"prohibited",-1,1
"prohouse",0,1
"projected",0,1
"proline",0,1
"promising",0,1
"promote",0,1
"promoting",0,1
"promotion",0,1
"proposal",0,1
"proposals",0,1
"proposes",0,1
"proprietary",0,1
"prosecutor",0,1
"prospects",0,1
"protect",1,1
"protein",0,1
"prove",0,1
"providers",0,1
"provision",0,1
"publishes",0,1
"puljonki",0,1
"pulkovo",0,1
"pulpwood",0,1
"pump",0,1
"purchased",0,1
"purchases",0,1
"purpose",0,1
"purposes",0,1
"pursues",0,1
"pursuing",0,1
"push",0,1
"pvt",0,1
"q3",0,1
"qpr",0,1
"quadriga",0,1
"quarto",0,1
"questions",0,1
"quote",0,1
"quoted",0,1
"rabobank",0,1
"radiation",0,1
"radio",0,1
"radomes",0,1
"raha",0,1
"raiffeisen",0,1
"raised",0,1
"rank",0,1
"ranked",0,1
"ranks",0,1
"rapidly",0,1
"rating",0,1
"ratings",0,1
"ratio",0,1
"rautaruukki",0,1
"reach",0,1
"readership",0,1
"ready",1,1
"realized",0,1
"rebates",0,1
"rebound",0,1
"rebounding",0,1
"receive",0,1
"receives",0,1
"recent",0,1
"recentlyvia",0,1
"recognized",0,1
"recorded",0,1
"recover",1,1
"recovered",1,1
"recovery",1,1
"recruit",0,1
"recycle",0,1
"recycled",0,1
"recycling",0,1
"redevelopment",0,1
"redistribution",0,1
"redundancy",-1,1
"reels",0,1
"refinancing",0,1
"refinery",0,1
"refining",0,1
"reflected",0,1
"refurbish",0,1
"refurbishment",0,1
"refuted",0,1
"registers",0,1
"regulatory",0,1
"rehu",0,1
"reinforce",1,1
"reiterates",0,1
"relacom",0,1
"relating",0,1
"relationships",0,1
"relative",0,1
"released",0,1
"reliable",1,1
"relocated",0,1
"relocation",0,1
"remainder",0,1
"remarked",0,1
"removable",0,1
"renewal",0,1
"renewed",0,1
"renewing",0,1
"rentakran",0,1
"reorganisation",0,1
"reorganisations",0,1
"reorganizing",0,1
"repayment",0,1
"repeals",-1,1
"repeating",0,1
"replace",0,1
"replaced",0,1
"reportedly",0,1
"representation",0,1
"representative",0,1
"represented",0,1
"represents",0,1
"republication",0,1
"repurchases",0,1
"request",0,1
"required",0,1
"reserved",0,1
"resettlement",0,1
"residence",0,1
"residues",0,1
"resignation",-1,1
"resigned",-1,1
"resource",0,1
"respective",0,1
"respiratory",0,1
"response",0,1
"responsibility",1,1
"resposnible",0,1
"rest",0,1
"restaurant",0,1
"resulting",0,1
"retailed",0,1
"retailers",0,1
"retained",0,1
"retaining",0,1
"revealed",0,1
"revise",0,1
"rhine",0,1
"rifd",0,1
"rigid",-1,1
"riihim",0,1
"risto",0,1
"rivals",0,1
"river",0,1
"rk",0,1
"rmb8",0,1
"road",0,1
"roadway",0,1
"robust",1,1
"rocketed",0,1
"rod",0,1
"rods",0,1
"rosa",0,1
"rosen",0,1
"rosenlew",0,1
"roshan",0,1
"routes",0,1
"roving",0,1
"royalties",0,1
"royalty",0,1
"rpm",0,1
"rs",0,1
"rubles",0,1
"runner",0,1
"rush",0,1
"rutav",0,1
"s60",0,1
"saarinen",0,1
"saavalainen",0,1
"safran",0,1
"sailed",0,1
"salary",0,1
"salcomp",0,1
"salmi",0,1
"salminen",0,1
"salomon",0,1
"samas",0,1
"sandwich",0,1
"sankey",0,1
"sanna",0,1
"sanomawsoy",0,1
"sappi",-1,1
"satlan",0,1
"sauk",0,1
"sbgrp",0,1
"scan",0,1
"scandic",0,1
"scanned",0,1
"scene",0,1
"scheck",0,1
"scheme",0,1
"schindler",0,1
"schools",0,1
"schuldschein",0,1
"schulte",0,1
"scissors",0,1
"scrap",-1,1
"sealed",0,1
"searched",0,1
"searching",0,1
"seb",0,1
"secondary",0,1
"sections",0,1
"sectors",0,1
"secured",1,1
"securities",0,1
"seek",0,1
"seeking",0,1
"sehk",0,1
"sel",0,1
"selections",0,1
"seminar",0,1
"seng",0,1
"sense",1,1
"sensor",0,1
"sentera",0,1
"sepa",0,1
"separated",0,1
"seppala",0,1
"sept",0,1
"serbia",0,1
"series",0,1
"servers",0,1
"serves",0,1
"servis",0,1
"ses",0,1
"sessions",0,1
"setting",0,1
"settlement",0,1
"sft1v",0,1
"shane",0,1
"shanghai",0,1
"shared",0,1
"shareholdings",0,1
"sharp",0,1
"shb",0,1
"shdsl",0,1
"shenzhen",0,1
"shipbuilder",0,1
"shock",-1,1
"shop",0,1
"shot",0,1
"sievi",0,1
"sight",0,1
"significantly",0,1
"sihvo",0,1
"simonsen",0,1
"simplify",1,1
"simulating",0,1
"singaporean",0,1
"sister",0,1
"sites",0,1
"sizable",0,1
"size",0,1
"sizes",0,1
"sizing",0,1
"sk",0,1
"skaarer",0,1
"skandinavian",0,1
"skiing",0,1
"slashed",0,1
"slaughterhouse",-1,1
"slid",0,1
"slot",0,1
"slovak",0,1
"slowing",0,1
"smart",1,1
"smartphone",1,1
"smartphones",1,1
"smelter",0,1
"smoking",0,1
"snapshot",0,1
"sneed",0,1
"snow",0,1
"soapstone",0,1
"soft",0,1
"softball",0,1
"sokopro",0,1
"sole",0,1
"solid",0,1
"sophisticated",1,1
"sotkamo",0,1
"sound",1,1
"sources",0,1
"southeastern",0,1
"spaces",0,1
"spain",0,1
"sparks",0,1
"sparsely",0,1
"speaker",0,1
"specialises",0,1
"speciality",0,1
"specialization",0,1
"specialty",0,1
"specifically",0,1
"speculative",0,1
"speeded",0,1
"spend",0,1
"spent",0,1
"spokeswoman",0,1
"sponsoring",0,1
"sponsorship",0,1
"spread",0,1
"spyware",0,1
"ssh",0,1
"stackers",0,1
"stadtverwaltung",0,1
"stage",0,1
"stages",0,1
"stahlberg",0,1
"stainless",0,1
"stamps",0,1
"star",0,1
"stars",0,1
"statistics",0,1
"status",0,1
"stay",0,1
"steelmaker",0,1
"stemming",0,1
"steps",0,1
"stereotyping",0,1
"sterling",0,1
"stewart",0,1
"sticks",0,1
"stocks",0,1
"stole",-1,1
"stonegate",0,1
"stopped",0,1
"storage",0,1
"story",0,1
"stoves",0,1
"straight",0,1
"streamlining",0,1
"strengthening",1,1
"stricter",-1,1
"strips",0,1
"structural",0,1
"struggling",-1,1
"students",0,1
"studying",0,1
"stuk",0,1
"stuttgart",0,1
"stx",0,1
"style",0,1
"stylised",0,1
"subcontract",0,1
"subcontractor",0,1
"subcontractors",0,1
"submissions",0,1
"subordinated",0,1
"subscribe",0,1
"subscription",0,1
"substantially",0,1
"substations",0,1
"suction",0,1
"suffering",-1,1
"sufficient",1,1
"suitable",1,1
"summed",0,1
"summit",0,1
"sundays",0,1
"super",1,1
"supermarkets",0,1
"supervisor",0,1
"suppliers",0,1
"supported",1,1
"supporting",1,1
"surface",0,1
"surfeit",0,1
"surfing",0,1
"surged",0,1
"survey",0,1
"suspect",-1,1
"suspected",-1,1
"sustainability",1,1
"suv",0,1
"svenska",0,1
"svensson",0,1
"sveza",0,1
"svp",0,1
"swaps",0,1
"swing",0,1
"switch",0,1
"switzerland",0,1
"swoope",0,1
"symphony",1,1
"syndication",0,1
"synergy",0,1
"systemhaus",0,1
"tackle",0,1
"tafks",0,1
"tahdet",0,1
"tailor",0,1
"taiwan",0,1
"takes",0,1
"takoma",0,1
"talk",0,1
"talks",0,1
"tallinn",0,1
"talo",0,1
"taloustutkimus",0,1
"tameer",0,1
"tamfelt",0,1
"tanks",0,1
"tapped",0,1
"targeted",0,1
"targets",0,1
"tarmo",0,1
"teamed",0,1
"teaming",0,1
"tec1v",0,1
"tech",0,1
"technologically",0,1
"technopark",0,1
"tecnomen",0,1
"tecnopolis",0,1
"tectia",0,1
"teenagers",0,1
"telanne",0,1
"telco",0,1
"telecominvest",0,1
"telenor",0,1
"telia",0,1
"temporarily",0,1
"tender",1,1
"tenth",0,1
"termination",0,1
"terminator",0,1
"territories",0,1
"tesisleri",0,1
"teterboro",0,1
"texas",0,1
"tgk",0,1
"thegps",0,1
"thelatest",0,1
"therapies",0,1
"theses",0,1
"thinner",0,1
"thomson",0,1
"thursdays",0,1
"thyssenkrupp",0,1
"tie",0,1
"tieto",0,1
"tightened",0,1
"tiimari",0,1
"tik1v",0,1
"tikanoja",0,1
"tiled",0,1
"till",0,1
"tim",0,1
"timeless",0,1
"tip",0,1
"tkk",0,1
"tlv1v",0,1
"tn",0,1
"tobacco",0,1
"tomatoes",0,1
"ton",0,1
"toolonlahti",0,1
"tornio",-1,1
"tornstrom",-1,1
"totaling",0,1
"tough",-1,1
"tougher",-1,1
"tower",0,1
"trace",0,1
"tracking",0,1
"trademark",0,1
"trades",0,1
"traditional",0,1
"traditions",0,1
"trains",0,1
"transferable",0,1
"transferring",0,1
"travellers",0,1
"treat",0,1
"treats",0,1
"trend",0,1
"trends",0,1
"trial",0,1
"trim",0,1
"trojan",0,1
"trouble",-1,1
"truck",0,1
"trucks",0,1
"tse",0,1
"tube",0,1
"tubes",0,1
"tuija",0,1
"tulevaisuus",0,1
"tulonen",0,1
"tuomas",0,1
"turbo",0,1
"turkey",0,1
"turun",0,1
"tusa",0,1
"tutkimuksen",0,1
"tv",0,1
"tvs",0,1
"twelve",0,1
"twig",0,1
"tyo",0,1
"type",0,1
"tyrv",0,1
"tyumen",0,1
"ugglarp",0,1
"ultra",0,1
"unaudited",0,1
"uncertainty",-1,1
"uncommonly",0,1
"underground",0,1
"understanding",1,1
"undertakings",0,1
"underwent",0,1
"unified",0,1
"uniglass",0,1
"unite",1,1
"universities",0,1
"university",0,1
"unlike",0,1
"unnamed",0,1
"unquoted",0,1
"unsecured",0,1
"unveil",0,1
"unveils",0,1
"update",0,1
"updates",0,1
"upfront",0,1
"upgrade",1,1
"upgraded",1,1
"upgrading",0,1
"uplift",1,1
"usd213m",0,1
"usd332m",0,1
"ustjug",0,1
"utilisation",0,1
"utilizing",0,1
"uusimaki",0,1
"uutislehti",0,1
"vac1v",0,1
"vahur",0,1
"vaisala",0,1
"validation",1,1
"valuation",0,1
"valve",0,1
"varesvuo",0,1
"varkaus",0,1
"vcp",0,1
"ve",0,1
"vehicles",0,1
"veil",-1,1
"veli",0,1
"veliky",0,1
"vendor",0,1
"ventures",0,1
"verifying",0,1
"vga",0,1
"viable",1,1
"vibe",0,1
"vietnam",0,1
"viewing",0,1
"viisas",0,1
"viitasaari",0,1
"viruses",0,1
"viscaria",0,1
"visit",0,1
"visitors",0,1
"visual",0,1
"vitim",0,1
"vivid",1,1
"vocal",0,1
"voip",0,1
"vologda",0,1
"vorota",0,1
"vote",0,1
"vp",0,1
"vuolteenaho",0,1
"wafers",0,1
"wahlroos",0,1
"walden",0,1
"walter",0,1
"warehousing",0,1
"warnings",-1,1
"washington",0,1
"watch",0,1
"waterborne",0,1
"wcdma",0,1
"weak",-1,1
"weakness",-1,1
"webcast",0,1
"weckstr",0,1
"weekly",0,1
"weighing",0,1
"weight",0,1
"westphalia",0,1
"white",0,1
"wholesaler",0,1
"wide",0,1
"willich",0,1
"wimax",0,1
"win",1,1
"winded",0,1
"window",0,1
"windows",0,1
"winner",1,1
"winning",1,1
"wins",1,1
"winter",0,1
"wire",0,1
"wireless",0,1
"wirsam",0,1
"wise",1,1
"withviking",0,1
"wooden",0,1
"write",0,1
"written",0,1
"wt4090",0,1
"wtc",0,1
"www.cargotec.com",0,1
"www.componenta.com",0,1
"www.icis.com",0,1
"www.sanoma.com",0,1
"www.stockmann.com",0,1
"wysockiego",0,1
"x20ac",0,1
"xerox",0,1
"xfn",0,1
"yahoo",0,1
"yankov",0,1
"yhteishyv",0,1
"yield",0,1
"yliopistonrinne",0,1
"ylivieska",0,1
"z6xx",0,1
"zain",0,1
"zainalabedin",0,1
"zanadvorov",0,1
"zao",0,1
"zapadnye",0,1
"zgody",0,1
"zinc",0,1
"zone",0,1
