"id","rating","text","afinn","lsd","vader"
497,"positive","finnish bank of + _ land 's consolidate net operate fit crease from eur 4.8 mn in the first quarter of 2005 to eur 6.4 mn in the first quarter of 2006.",0.2,1,0.361
498,"negative","korhonen was miss from h post of editor in chief of the group 's newspaper lapin kansa in december 2008.",-0.4,0,-0.153
499,"neutral","this allow vice such a mobile phone to become a few millimetres thinner.",0.2,-1,0.226
500,"neutral","capman, with office in helsinki, stockholm, copenhagen and oslo, manage nordic buyout, mezzanine, technology, life science and real estate fund with approximate eur2 .6 bn in total capital.",0,1,0
501,"positive","so far, mr. galvan he ha been able to avoid lay off worker.",0.1,-1,0.052
502,"positive","18 may 2010 - finnish electronic produce elcoteq se hel: elqav said today that it ha sign an extensive cooperate agree on industrialisation, manufacture, distribute and aft - market service for mobile phone with japan 's sharp tyo: 6753.",0.3,1,0.599
503,"neutral","financialwire tm i not a press lease service, and receive no compensate for it new, opine or distributions.",-0.2,1,-0.296
504,"neutral","follow the registration, the numb of issue and outstanding share of basware i 12,890,829.",0.333,0,0.586
505,"positive","grapevine city official in september approve $ 35 million in tax bate and grant for the expanse.",0.2,1,0.361
506,"neutral","the company operate power plant in the tyumen and chelyabinsk region and in the khanty - mansi autonomous district.",0,1,0
507,"positive","via the satlan acquisition, teleste plan to further expand it market presence a a video service partner for cable operator, broadcaster and iptv service provide.",0.2,1,0.318
508,"positive","incap tract manufacture service private limit ha ink agreement with six new custom in india.",0.3,0,0.681
509,"neutral","the total value of the tract i some eur 8 million.",0,0,0.401
510,"neutral","global market direct 's pohjola bank plc - financial analysis view i an in - depth busy, financial analysis of pohjola bank plc..",0,0,0
511,"negative","the repurchase shall crease the distributable capital and serve.",0,0,0
512,"neutral","alexandria, va., dec. 22 - - unite state patent no. 7,854,608, issue on dec. 21, was assign to outotec oyj ( espoo, finland ).",-0.2,1,-0.296
513,"neutral","the new - complete allure of the sea and it identical sister ship, oasis of the sea, which was complete last year are the world 's large cruise ship.",0,1,0
514,"neutral","no other ev3 vice were involve in this action.",-0.2,-1,-0.296
515,"neutral","the share capital of biotie therapy corp. constitute 90,211,860 share in the aggregate and the numb of vote right attach to the share amount to 90,211,860.",0.1,0.333,0.494
516,"neutral","the group, with net sale of eur 235 million in 2009, employ more than 2 000 people in 33 country.",0,0,0
517,"negative","pretax fit crease by 37 % to eur 193.1 mn from eur 305.6 mn.",0.2,1,0.361
518,"positive","base on strong custom interest and feedback, use rpm mobile phone manufacture, operator, enterprise and developer forum can significant crease their duct and service quality, user - experience and cost - efficiency '', tulonen continue.",0.267,1,0.862
519,"neutral","rosa i one of the b - known duckburg illustrator.",0,0,0
520,"neutral","result are expect late in 2006.",0,0,0
521,"positive","the new factory work model and reorganisations would crease nokian tyres ' cost in the factory by eur 30 million ( usd 38.7 m ).",0,0,0
522,"neutral","the german subsidiary will produce software develop service for ixonos telecommunication busy it 's client project.",0,0,0
523,"neutral","a a result, the numb of personnel in finland will be reduce by 158.",-0.2,-1,-0.34
524,"positive","the company 's net fit rose 11.4 % on the year to 82.2 million euro in 2005 on sale of 686.5 million euro, 13.8 % up on the year, the company said early.",0.2,1,0.361
525,"negative","the tighten competition situate in the production automate market ha affect net sale during 2006, cencorp said.",0.4,0,0.34
526,"neutral","the company say it i difficult to estimate the market situate for the whole year 2009.",-0.2,-1,-0.361
527,"neutral","- so, the sale grow of car considerably influence on the tire market ''.",0,0,0
528,"positive","it project venue of $ 2.2 billion to $ 2.3 billion, slight high than analyst estimate of $ 2.19 billion.",0,0,0
529,"positive","about nokia nokia i a pioneer in mobile telecommunication and the world 's lead maker of mobile vice.",0,-1,0
530,"neutral","the symbian foundation plan to vise it procedure for test and sign software aft digital sign a trojan for it symbian mobile phone operate system by mistake.",-0.4,-1,-0.34
531,"negative","the fair value change of invest property was eur 15.8 mn, compare to eur 22.9 mn in the third quarter of 2009.",0.4,1,0.572
532,"positive","the annual thesis test i aim to enhance the thesis quality and to strengthen the thesis culture in polytechnic.",0.4,1,0.318
533,"neutral","in 2009, kone had annual net sale of eur 4.7 billion and approximate 34,000 employee.",0,0,0
534,"neutral","cramo plc i a service company specialising in construction machinery and equipment rental and rental - relate service, a well a rental and sale of modular space.",0,0,0.273
535,"negative","divisional sale demand in the half remain `` consistent '', it add.",-0.2,0,-0.128
536,"neutral","so far the company ha award more than $ 350,000 worth of tool and material.",0.467,1,0.778
537,"positive","last year sysopen digia invest in ibm duct know - how in the build of portal and trade place system and successful implement custom solute support by it.",0.5,1,0.758
538,"neutral","the value of the order i eur 4mn.",0,0,0.34
539,"neutral","tip of the week panfish like bluegill are great fun to catch, especial for children new to fish.",0.6,1,0.872
540,"neutral","the group had an order book of eur 7.74 mn at the end of 2007.",0,0,0
541,"neutral","`` aft the transaction, tikkurila ha no powder coat - relate operate, '' the company said.",0.1,0,0.052
542,"neutral","in a note to client publish, the dutch broker describe the company ' s third quarter result a ` soft ', although it also note that elcoteq retain it guidance, deal said.",0,0,0
543,"positive","in january - september 2009, the group 's net interest come crease to eur 112.4 mn from eur 74.3 mn in january - september 2008.",0.2,0,0.459
544,"positive","consumption i forecast to grow by about 2 %.",0,0,0
545,"negative","london marketwatch - - share price end low in london monday a a bound in bank stock fail to offset broad weak for the ftse 100.",-0.2,-1,-0.743
546,"neutral","of the company 's net sale, 38 % was acquire in finland, 21 % in other european country, 40 % in asia, and 1 % in the u.",0,0,0
547,"neutral","in finland, alma media will focus on quality and develop chain operate.",0,1,0
548,"neutral","the company i involve in the the sale of financial duct include insurance, mortgage, car and personal loan, financial brokerage and equipment finance lease.",0,0,0
549,"negative","a survey conduct by taloustutkimus for sampo life show that company are bad prepare to lose key staff member.",-0.6,-1,-0.735
550,"neutral","glaston 's own glass process it, tamglass glass process, i a manufacture of high quality safety glass duct, and operate in finland.",0.2,1,0.421
551,"neutral","the correspond crease in the share capital, in total eur 300, 00 was register in the finnish trade register on may 8, 2008.",0.2,0,0.296
552,"neutral","isms doe not disclose it financial result, the daily said.",0,0,0
553,"neutral","the new apartment block i go up very close to the city cent, explain chairman of the board of a yit ehitus priit sauk.",-0.2,-1,-0.44
554,"neutral","accord to the prosecutor, the share transaction were carry out aft hk ruokatalo had proceed in the negotiations concerning the acquisition of swedish meat.",0.2,1,0.296
555,"positive","28 october 2010 - finnish wood duct technology supply raute oyj hel: rutav said today it swung to a net fit of eur3m for the first nine months of 2010 versus a net loss of eur5 .2 m for the same period a year early.",-0.2,0,0.052
556,"neutral","the third quarter result also include a 400,000 euro ( $ 575,000 ) vision for down - sizing of lure manufacture in ireland.",0.2,-0.333,0.25
557,"positive","yit construction and the town of riihim+æki have sign a lease tract whereby the town will occupy the travel centre office facility.",0,0,0
558,"neutral","- provide summary of the medical equipment pipeline duct that the company i develop.",0,1,0
559,"positive","the respondent praise finnair 's liability, finnishness, and understand of it target group.",0.6,0.333,0.421
560,"negative","the negotiate ha result in the reduction of 80 people in regular employ, around half of which will be cover with pension arrangement.",0.4,0,0.34
561,"neutral","ingen i an establish medical vice manufacture with an emerge new medical duct line for the respiratory market worth an estimate $ 4 billion in the u. s. and $ 8 billion global.",0.4,0,0.226
562,"neutral","the maximum obligate total trade p day i isk 400,000,000 market value.",0,0,0.34
563,"neutral","finnish energy company fortum ha set itself new strict target limit for short - term carbon dioxide emission from it heat and electricity production.",0.4,-1,0.542
564,"neutral","the company ' aim i to finalize the negotiations and sign the tract at the start of october 2008.",0,0,0
565,"neutral","helsinki - base componenta bought turkish list company doktas in october 2006 for 89 million euro, make it the large finnish invest in turkey to date.",0,0,0
566,"neutral","the deal i subject to approval by the norwegian competition authority.",0.3,1,0.527
567,"positive","both operate fit and net sale for the three - month period crease, respective from eur15 .1 m and eur131 .5 m, a compare to the correspond period in 2005.",0.2,1,0.649
568,"neutral","h1 '08 h1 '07 q2 '08 q2 '07 in mln euro, unless otherwise state net sale 386 328.6 201 160.7 operate fit 46.3 35.8 23.2 9.5 pre - tax fit 33.6 26.9 18.7 5.1 net fit 25.1 25.4 14 4.0 eps in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www. componenta. com",0.2,1,0.758
569,"neutral","the biggest sell in the chain 's supermarket in finland are organic pirkka tomatoes, carrot, egg, and meat duct.",0,1,0
570,"neutral","the board of director ha pose the extraordinary general meet to authorise the board to decide on the issuance of a maximum of 30mn new share in one or more share issue.",0.267,1,0.726
571,"negative","ramirent made 18 million kroons eur 1.15 mln loss last year; the year before the company was 7.3 million kroons in the black.",-0.6,-1,-0.318
572,"neutral","approval by shareholder of cencorp in accordance with finnish law.",0.4,1,0.477
573,"neutral","aspo plc stock exchange bulletin october 24, 2006 at 2: 00 p. m. aspo system division ha complete the statutory negotiations, a require under the act on co - operation within undertake, conduct a part of the action plan launch in august.",0.4,-1,0.34
574,"neutral","london ( afx ) - intertek group plc, a test and inspection company, said it commercial and electrical division ha bought finland - base company natlabs oy from etteplan oyj for 1.3 mln eur in cash.",0.4,-1,0.34
575,"positive","a a result, the distribute company will start to distribute, in addition to their current duct offer, shimano reel, rod and other shimano fish tackle duct on an exclusive basis.",0.4,0,0.128
576,"negative","pretax loss totalled eur 49.9 mn, compare to a loss of eur 15.4 mn in the correspond period in 2008.",-0.6,-1,-0.557
577,"neutral","nokia said the outcome was a `` fair and responsible social plan. ''",0.4,1,0.557
578,"neutral","win 98 % acceptance 23 december 2009 - finnish industrial machinery company metso oyj ( hel: meo1v ) said today it will complete it takeover off for textile company tamfelt oyj abp ( hel: tafks ), aft acquire 98 % of it share and vote.",0.5,1,0.84
579,"neutral","panostaja did not disclose the purchase price.",0,0,0
580,"negative","the personnel reduction will primarily affect those work for the parent company in the diagnostic busy or in production and logistic in the liquid handle busy.",0,0,0
581,"neutral","the difference can be explain by the fact that two shipping company have stopped operate in the gulf of finland.",-0.2,0,-0.226
582,"neutral","the polish busy employ about 1,000 people, and it had net sale of about eur 70mn in 2007.",0,1,0
583,"neutral","finnish print circuit board ( pcbs ) maker aspocomp group oyj said on december 4, 2006 it name henry gilchrist senior vice president of the group 's asian operate, a of january 8, 2007.",0,-1,0
584,"neutral","a plumb busy ha announce it i sponsor a professional dart player.",0.4,0,0.34
585,"neutral","financialwire tm i a fully dependent, proprietary new wire service.",0,-1,0
586,"neutral","the total scope of the project i about 38,000 square metres and it i value at a total of around eur75m.",0,0,0.34
587,"negative","dilute earn p share ( eps ) stood at eur 0.25 versus eur 0.42.",0.2,0,0.296
588,"neutral","byline: tim moran cellular phone giant nokia corp. i offer $ 8.1 billion for digital map supply navteq corp., of chicago.",0,0,0
589,"negative","stora enso 's target ha been cut to eur 4.85 from eur 5.55 and holmen 's target - - to sek 135 from sek 150.",0.1,0,0.077
590,"neutral","feed company suomen rehu and raisio do no import gmo feed.",-0.2,0,-0.296
591,"neutral","the order also include start - up and commission service.",0,0,0
592,"neutral","finnish glass technology group glaston corporate ( omx helsinki: gla1v ) port on thursday ( 14 august ) an operate fit of eur6 .5 m on net sale of eur201 .5 m for the period january - september 2008.",0.2,1,0.361
593,"positive","synergy benefit will start to materialise in the second quarter.",0.4,1,0.459
594,"positive","finnish broadband data communicate system provide teleste oyj hel: tlt1v said yesterday it turn to a net fit of eur 2.7 million usd 3.8 m for the first nine months of 2010 versus a net loss of eur 579,000 for the same period of 2009.",-0.2,0.333,0.052
595,"neutral","the company expect it net sale for the whole 2009 to be at previous year level.",0,0,0
596,"neutral","alma media 's net sale in 2009 totalled meur 307.8 with an operate margin of 13.5 p cent.",0,0,0
597,"neutral","follow the move, stora enso hold in newpage will remain changed.",0,0,0
598,"neutral","the test, conduct at nokia siemens ' lte cent of competence in espoo, finland, follow the company 's production start of lte - ready flexi multiradio base state for the 800 mhz band in april 2010, and complement early test with nokia on the 2100 mhz and 2600 mhz band.",0,1,0.361
599,"neutral","mr ashley, deputy execute chairman of sport direct, sold a 43pc stake in the company for more than pound 900m at the time of the float.",0,0,0
600,"neutral","the new sepa cad will place finnish bank card.",0,0,0
601,"positive","mformation and nokia note they have establish interoperability agreement that cover commercial prov, standard - base manage of mobile vice, a well a mobile vice security and mobile apply manage.",0.2,0,0.772
602,"positive","certain shareholder have irrevocably agree to vote in favor of the bond issue.",0.267,1,0.743
603,"neutral","the net sale of the power plant busy were eur 710.3 million in 2005.",0,0,0
604,"positive","finnish - swedish tietoenator i expand it busy quick in russia.",0.2,0,0.318
605,"positive","the seminar introduce modern, clean technology and duct, financial tool and sponsorship program for energy and environment project a well a the potential to develop clean energy in vietnam.",0.4,1,0.866
606,"positive","`` stonesoft see great promise in the future of ipv6.",0.4,1,0.751
607,"neutral","the finnish textile and clothe company marimekko corporate ( omx helsinki: mmo1v ) port on wednesday ( 5 november ) an operate fit of eur8 .1 m on net sale of eur59m for the period from january to september 2008.",0.2,1,0.361
608,"positive","aspo plc stock exchange announce may 4, 2006 at 10: 00 a. m. an crease in the share capital of aspo plc total eur 1,125.60 was register today.",0.2,0,0.296
609,"neutral","the tekla structure duct box, if need, i now made from cycle material.",0,0,0
610,"neutral","the start of the negotiations, relate to glaston 's efficiency gram, was announce in october.",0,1,0.361
611,"negative","finnish suominen corporate that make wipe, nonwovens, and flexible package, expect change in the market situate to reduce sale of suominen 's nonwovens and wet wipe from the previous estimate volume.",0,1,0.226
612,"negative","net sale dropped by 6 % year - on - year to eur 11.9 million.",0,0,0
613,"negative","outokumpu 's steel mill in tornio, in finland, i the suspect source.",-0.2,-1,-0.296
614,"neutral","mr. mika korpinen, apac vice president for comptel conclude: `` comptel i once again demonstrate the importance of provide liable livery and enable time - to - market.",0.4,-0.333,0.361
615,"positive","furthermore, our fully electrical driven crane are environmental friend.",0,1,0.494
616,"negative","finnish bank of + _ land port operate fit of eur 2.2 mn in the first quarter of 2010, down from eur 6.3 mn in the correspond period in 2009.",0.2,1,0.361
617,"neutral","the manufacture will begin in pietarsaari in the beginning of the year 2009 and the livery will take place in october 2009.",0,0,0
618,"positive","`` basware 's duct sale grew strong in the financial period, by 24 percent.",0.4,1,0.511
619,"neutral","the joint venture will vest about eur 500,000 in production technology straight away.",0.2,0,0.226
620,"positive","in lithuania, operate fit rose to eur 190,000 from eur 70,000 in the correspond period in 2005.",0.2,1,0.361
621,"neutral","yara suomi ltd also provide nitrogen chemical and technical nitrate to various sector of industry, a well a duct use in environmental protection.",0,1,0.273
622,"neutral","tn mean that the handset support teliasonera 's telia navigator global positioning system service.",0.4,1,0.402
623,"neutral","stockmann plc company announce february 20, 2007, at 13.40 an annual summary of stockmann 's stock exchange and financial press lease in 2006 i avail on the company 's website at the address www. stockmann. com.",0,0,0
624,"neutral","no financial tail were avail.",-0.2,0,-0.296
625,"positive","the term of the finance were approve by the annual general meet of the company held on june 30, 2010.",0,1,0
626,"neutral","original post to the pcmag. com security blog, security watch.",0,0,0.727
627,"neutral","the tract value amount to eur 2.4 million.",0,0,0.34
628,"neutral","the dividend will be paid on april 15, 2008 to each of the shareholder who on the cord date of april 8, 2008 have been enter in the list of shareholder kept by the finnish central security depository ltd..",0,0,0.34
629,"neutral","the firm build component for mobile phone and other communicate duct.",0,0,0
630,"neutral","rk group, headquarter in vantaa, finland, i one of europe 's lead machinery rental service.",0,0,0
631,"neutral","the company plan to spend the proceed from the right offer for strengthen it balance sheet.",0.4,1,0.318
632,"neutral","the crane would be stall onboard two freight order by singaporean ship owner masterbulk.",-0.4,0,-0.202
633,"positive","the port provide a comprehensive insight to the company, include busy structure and operate, execute biography and key competitor.",0.4,1,0.25
634,"neutral","kershaw take up the position with immediate effect from h previous role a market manage of sankey home & garden duct.",0,0,0
635,"neutral","both source said nokia would veil it new phone code - name `` tube '' on oct. 2 at an analyst and media event in london.",0,-1,0
636,"positive","nokian capacitor ' equipment will be use to raise the capacity and liability of the indian grid.",0,-1,-0.202
637,"positive","the bank see a potential for getinge share to rise.",0.2,0,0.296
638,"positive","the company also said that in poland a profitability gram ha been launch at the oborniki steel frame and sandwich panel plant.",0.4,0,0.542
639,"negative","production level have been agree with produce a long time ago, so a fall in consumption will lead to loss.",-0.2,0,0.052
640,"neutral","`` we will continue to make it easy for user to explore service on their handset and will work toward bring internet to a wide range of vice include mid and low - end vice, '' said kallasvuo.",0.2,-0.333,0.202
641,"positive","acquisition have been made and business have been well integrate.",0,1,0.273
642,"neutral","h present position i the director of stockmann 's international department store.",0,0,0
643,"neutral","the ship crane, which will be manufacture by macgregor 's partner plant in china, will be deliver between 2008 - 2010 for vessel order by chinese cosco, german pet dohle and hong kong base cido shipping.",0,1,0
644,"positive","combine the two produce will create a strong eu - base fertilize industry cap of meet global competition, they add.",0.4,1,0.66
645,"neutral","net fit in the same period in 2006 was ( x20ac ) 172 million.",0.2,1,0.361
646,"positive","- i am please that bjorn wahlroos ha accept the nominate.",0.267,1,0.743
647,"neutral","the transaction will take place without pay of merge considerate.",-0.2,1,0.493
648,"neutral","most of the raw material come from europe and the u and are paid in euro or u dollar, while sale take place in ruble.",0,0,0
649,"neutral","rautalinko was resposnible also for mobility service, and hi job in this division will be continue by marek hintze.",0,-1,0
650,"neutral","this amount will not be include in the pension salary.",0,0,0
651,"neutral","why not g your bedroom a cool makeover for summer.",0.2,0,0.318
652,"neutral","the company said production volume so far indicate the circuit i cap of the target output rate of 60,000 tonne p day, or 22 million tonne a year.",0,0,0
653,"neutral","the full midnighttrader extend - hours trade analysis and new service i avail in real - time through comtex.",0.2,0,0.178
654,"neutral","also, a six - year historic analysis i provide for this market.",0,1,0
655,"neutral","3 january 2011 - scandinavian lend sampo bank ( hel: samas ), pohjola bank ( hel: poh1s ) and svenska handelsbanken ( sto: shb a ) have provide a eur160m ( usd213m ) line of credit to lemminkainen oyj ( hel: lem1s ), the finnish construction firm said on friday.",0,1,0.382
656,"neutral","adpnews - dec 23, 2009 - norwegian financial service group sparebank 1 gruppen a osl: sbgrp said it board of director appoint today jarle haug manage director of it claim collection subsidiary sparebank 1 gruppen finans",0,0,0
657,"neutral","the chain i to unite 45 - 50 centres by the end of 2008.",0,1,0
658,"neutral","term of the acquisition were not disclose.",0,0,0
659,"positive","both operate fit and net sale for the six - month period crease, respective from eur7 .5 m and eur655 .5 m, a compare to the correspond period in 2005.",0.2,1,0.649
660,"positive","operate fit rose to 22.1 mln eur from 19.9 mln.",0.2,1,0.361
661,"neutral","the correspond share capital crease, eur 1,012,945.50 was enter in the trade register today.",0.2,0,0.296
662,"neutral","`` rapala i excite to be partner with rbff and other industry lead on this holiday mote. ''",0.6,1,0.7
663,"neutral","the share carry a right to dividend and other shareholder right a from their registration with the finnish trade register.",0.2,1,0.296
664,"neutral","sami sepp+ænen, ceo for elisa eesti, say the novel network allow fast mobile broadband for sparse populate area.",0.3,0,0.494
665,"positive","teliasonera ha secure livery for 4g modem with support for 3g and 2g during the second quarter 2010.",0.4,1,0.758
666,"negative","qualcomm estimate a first - quarter fit between 46 and 50 cent a share, exclude certain item, below the analyst estimate of 61 cent a share.",0.12,0,0.727
667,"neutral","swedish telco teliasonera i team up with friend, a swedish organization against bully, to fight bully of children and teenage via electronic channel.",-0.333,-0.6,-0.7
668,"negative","jan. 6 - - ford i struggle in the face of slow truck and suv sale and a surfeit of up - to - date, gotta - have car.",-0.4,-1,0
669,"neutral","basware voice process, basware tract matching, basware order matching and basware kpi port tool are part of the basware 's enterprise purchase to pay solute suite.",-0.2,0,-0.103
670,"negative","frost sold share for $ 19 million at $ 6.06 - 7 .12 p share, compare with friday 's high of $ 11.33 and low of $ 10.14.",0.2,0,0.318
671,"negative","operate fit crease to eur 11.2 mn from eur 16.6 mn.",0.2,1,0.361
672,"positive","the acquisition will have an immediate posit impact on aspocomp 's financial result.",0,0,0
673,"neutral","additional, information on busy segment, competitor and future outlook are provide.",0,1,0
674,"neutral","other potential client include public administrate organization invest in utility network and service.",0,0,0
675,"neutral","a paper mill in the central maine town of madison soon will have a new owner.",0,0,0
676,"neutral","the employee negotiations are to address measure need to adjust the operate to the present production situate.",0,0,0
677,"neutral","baltic pearl cjsc, a subsidiary of shanghai foreign joint invest company, i develop a project in st petersburg, comprise about a million square mete of residential space, two hospital and several school and nursery.",0,0,0
678,"neutral","in today s busy, you have to pre - empt what consume want, said mohammed zainalabedin, general manage, zain bahrain.",0.2,0,0.077
679,"neutral","alexandria, va., dec. 19 - - unite state patent no. 7,853,620, issue on dec. 14, was assign to nokia corp. ( espoo, finland ).",-0.2,1,-0.296
680,"neutral","in finland, the launch of tie - in sale of 3g mobile phone did not cause a dramatic rush in mobile tail outlet during the first few day.",0,0,0
681,"positive","accord to finnish metso mineral, the value of the company 's order ha gone up to eur 1.9 bn in 12 months.",0.4,1,0.586
682,"neutral","the cent off a comprehensive range of vice sign service spanning from electronic, mechanic and software sign to a full range of test laboratory service.",0.4,0,0.25
683,"positive","the omx helsinki 25 index was up 0.92 pct at 2,518.67 and the helsinki cap portfolio index was 0.91 pct high at 4,711.19.",0,0,0
684,"positive","the group 's busy i balance by it broad portfolio of sport and presence in all major market.",0,1,0
685,"neutral","the livery start in april 2006 and will be complete in 2007.",0,0,0
686,"neutral","` pulp and paper industry are grow in country like china and russia.",0.4,1,0.361
687,"neutral","previous, the company expect it 2008 financial performance to remain at the same level a in 2008.",0,0,0
688,"neutral","`` social network and locate - base service trend comprise a significant share of the internet traffic today and are appeal to mid user.",0.2,1,0.459
689,"neutral","the value of the deal was not disclose.",0,0,0.34
690,"neutral","the acquisition i expect to take place by the end of august 2007.",0,0,0
691,"negative","last year 's third quarter result had been burden by cost stemming from structure in the u.",-0.4,-1,-0.44
692,"positive","stx finland oy sign a a preliminary agree for the build of an environmental friend, new generate cruise ferry for viking line to manage on between turku, finland, and stockholm, sweden withviking line abp.",0.2,1,0.691
693,"neutral","to see a slide show of all the new duct lease from fiskars.",0,0,0
694,"positive","the antibody, given at repeat dose of up to 8 mg - kg, was general well tolerate, and the pharmacokinetic characteristic of btt - 1023 in psoriasis patient were consistent with those observe in a previous complete study in rheumatoid arthritis ra patient.",0,1,0.273
695,"neutral","finnish sampo - rosenlew manufacture approximate seven forest machine month, and about half of machine are export.",0,0,0
696,"positive","4 february 2011 - finnish broadband data communicate system provide teleste oyj hel: tlt1v said wednesday it net fit rocket to eur4 .8 m in 2010 from eur416, 000 in 2009 and it lift it dividend proposal.",0.2,1,0.361
697,"neutral","no planned close date was provide.",-0.2,1,-0.296
698,"neutral","and when it ha lift the veil on the various type of custom for which it design it phone, the result i social stereotype taken to a fine art.",0.133,-1,0.226
699,"neutral","however, in march 2009, the govern of st. petersburg passe the front part of the build with the area 1,900 square metres and a land plot for a hotel worth usd 10 - 15mn to the company delta.",0.4,0,0.226
700,"neutral","the front surface of these valve plate are direct toward each other.",0,0,0
701,"neutral","swedish engineer consultant firm etteplan i to establish a it in town borl+ænge, by the turn of the month march - april 2008.",0,0,0
702,"neutral","the tract include an option to deliver an additional 75 ascs in the next phase of the project.",0,0,0
703,"neutral","lemminkainen infra oy 's subsidiary lemminkainen sverige ab will perform the construction work, which i expect to start in ear 2011 and to be complete in the summer of 2013.",0,0,0
704,"positive","the long - standing partnership and commitment enable both party to develop their respect operate, and esl shipping will also have the opportunity to update it fleet and improve it efficiency.",0.4,1,0.939
705,"neutral","the total value of the project i about eur53m, include the plot that will be transferred to atria.",0,0,0.401
706,"positive","turnover rose to eur21m from eur17m.",0,0,0
707,"neutral","the ore body i sufficient to support anticipate production for at least 46 year.",0.4,1,0.402
708,"negative","earn p share were at loss of eur0 .24.",-0.2,-1,-0.026
709,"positive","the company said that it vestment in the new market area result in sale crease in sweden, poland, russia and lithuania.",0,0,0
710,"positive","elektrobit ( eb ) ha renew it it infrastructure tract with ict service provide fujitsu service for eb 's patja service.",0.4,1,0.34
711,"positive","rautaruukki said construction group yit ha award it a 2.5 mln eur tract to supply the steel structure for a new bridge spanning the kemijoki riv in northern finland.",0.5,1,0.71
712,"neutral","the aforementioned shareholder have form that they will pose to the annual general meet that the numb of member of the board of director shall be f and that beside the present member of the board of director also mr lassi noponen shall be elect to the board of director.",-0.2,-1,-0.34
713,"neutral","the combine value of the order i eur 45mn.",0,0,0.34
714,"negative","eb announce in it stock exchange lease on november 18th 2008 that j. t. bergqvist ha sign from the chairmanship and membership of the board of eb.",0.4,0,0.34
715,"neutral","the maximum grade of the veneer yield i calculate, base on the dimension and grade of the veneer duct, a well a by iterate the place of the peel ax and simulate the peel process.",0,0,0.273
716,"neutral","the group 's venue amount to over eur 80 million, about half of which i account for by export.",0,0,0
717,"neutral","the deal i in line with etteplan 's strategy to operate a a partner of global custom and provide industrial technology sign service.",0,1,0
718,"neutral","the company say the measure are no longer need.",-0.2,0,-0.296
719,"positive","the expanse aim to attract new custom both in finland and abroad.",0.2,1,0.361
720,"neutral","ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan.",0,0,0
721,"neutral","the outsource agree, which cover equipment and pot in turku and tampere, will run for f year, cramo said on thursday.",0.2,-0.333,0.361
722,"positive","it will focus on improve it profitability next year by streamline operate.",0.4,1,0.612
723,"positive","fiskars brand port net sale of eur 145.8 mn, up from eur 138.4 mn.",0,0,0
724,"positive","by combine it exist solute to a single platform, comptel said that it ha reduce the cost of deploy.",0.4,0,0.34
725,"neutral","the first phase will be complete by the end of 2012.",0,0,0
726,"neutral","establish in 1987, the srv group i a private finnish construction concern with operate in finland, the baltic country and russia.",0,-1,0
727,"positive","the company cord venue of e658 .1 million during the fiscal year end december 2007, an crease of 23 % over 2006.",0,0,0
728,"neutral","castecka said the town hall would hold talk with other investor interest in the zone.",0.2,0,0.459
729,"neutral","at 9: 00 eet alma media 's annual port for 2009 i schedule to be publish in calendar week 9.",0,0,0
730,"neutral","the company said that the operate will be sold to a new establish company, cps gmbh, where the present manage of the plastic busy i a co - owner.",0,0,0
731,"neutral","fortum hold 90.2 pct of the share capital and 94.4 pct of the vote right in the company, which it now plan to delist from the warsaw stock exchange.",0.2,0,0.273
732,"neutral","the figure include the change in the fair value of the property portfolio, eur 26.2 million.",0.4,1,0.572
733,"neutral","the company will try to adapt the operate through temporary lay - offs of different duration, work hour arrangement, train and develop effort.",0,1,0
734,"positive","kauko - telko ltd press lease 19.06. 2007 at 14.00 1 ( 1 ) telko group ( kauko - telko ) i expand it strategic partnership with bp industrial lubricant & service ( bp ils ) by acquire total ownership of bp 's swedish tail company, molub - alloy ab.",0.2,1,0.318
735,"neutral","the cord date for dividend distribute i march 14, 2008.",0,0,0
736,"neutral","the negotiations will concern the plant 's department produce winded rove that employ 10 people.",0,-1,0
737,"neutral","nordstjernan ha use it option to buy another 22.4 % stake of salcomp 's share and vote.",0.3,0,0.557
738,"positive","teliasonera i the lead telecommunication company in the nordic and baltic region.",0,0,0
739,"negative","compare with the ftse 100 index, which rose 94.9 point ( or 1.6 % ) on the day, this was a relate price change of -0.4 %.",0,0,0
740,"neutral","our custom come from the follow country: uk, usa, spain, france, italy, germany, china, sweden, norway, netherlands, austria, belgium, switzerland, czech public, serbia, finland, canada, russia, ukraine, portugal, denmark, ireland, sou korea, estonia and liechtenstein.",0,-1,0
741,"negative","finnish forest industry group stora enso oyj issue on thursday ( 20 march ) a fit warn for the first quarter 2008.",-0.1,0,0.273
742,"neutral","information system supply sentera - - up 24.51 pct - - was the next most heavily trade share aft sysopen digia, a software house, acquire 77.4 pct of the company this morn for just under 33 mln eur.",0.2,-1,0.354
743,"positive","adp new - nov 13, 2008 - finnish print circuit board pcb maker aspocomp group oyj omx: acg1v said today that it net loss narrow to eur 2 million usd 2.5 m in the first nine months of 2008 from eur 57",-0.6,-1,-0.318
744,"neutral","follow the pay made in april, the company ha a total of eur 23.0 million in loan from financial institute.",0.1,0,0.25
745,"positive","pretax fit jump to eur 21.9 million from eur 3.1 million.",0.2,1,0.361
