"","id","text","rating","afinn","lsd","vader","sums"
"867",867,"I bet on Politics clearly will stick to sports...Gender of next president-female! http://t.co/tb7XX3EZqs ","Neutral",0.2,0,0.457,0.914
"589",589,"RT @politicoroger: Trump: ""Our leaders are stupid; our politicians are stupid. The Mexican government is much smarter."" #GOPDebate","Positive",-0.133,-0.333,-0.586,0.906
"53",53,"RT @michaelsnook: I can't wait for the meme about Donald Trump's beautiful, classy door at the border. #GOPDebate","Negative",0.6,0.333,0.778,0.89
"43",43,"@HalftimeReport the smartest people sound like drunk uncles when limited to 140characters ","Negative",0.05,0.2,0.494,0.888
"308",308,"It's way more fun being in America watching the ","Positive",0.8,1,0.556,0.888
"77",77,"@dooley_dooley Who's the real illegal alien ","Neutral",-0.6,-1,-0.557,0.886
"115",115,"RT @EusebiaAq: @sternnschool Who's the real illegal alien ","Positive",-0.6,-1,-0.557,0.886
"400",400,"Who's the real illegal alien ","Neutral",-0.6,-1,-0.557,0.886
"412",412,"Who's the real illegal alien AMERICA  ","Negative",-0.6,-1,-0.557,0.886
"808",808,"@civilrightsorg Who's the real illegal alien ","Neutral",-0.6,-1,-0.557,0.886
"831",831,"Media continues to praise last night's Fox News hit job on specific candidates: http://t.co/qD3LBg4vDF ","Negative",0.6,1,0.557,0.886
"905",905,"@LatinaLista Who's the real illegal alien ","Neutral",-0.6,-1,-0.557,0.886
"765",765,"A little history from yours truly re: immigration sparring in ","Neutral",0,0,0.44,0.88
"995",995,"What is ""the Alinsky model, takingadvantage of useful idiots"" #GOPDEBATES #BenCarson","Negative",0.4,0,0.44,0.88
"742",742,"RT @rebleber: Not mentioned in the #GOPdebate:
Voting rights
Climate change
Gun violence
Police shootings
Student debt
Inequality","Negative",-0.4,-0.5,-0.84,0.88
"696",696,"RT @goodmanhere2: He was almost to Bitches &amp; hoes. ","Neutral",-1,-1,-0.561,0.878
"411",411,"RT @PhillyD: Aggressively Normal?  Found a name for my new mixtape!!  ","Positive",0,0,-0.437,0.874
"445",445,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates","Negative",-0.2,0,-0.432,0.864
"455",455,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates","Neutral",-0.2,0,-0.432,0.864
"576",576,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates","Positive",-0.2,0,-0.432,0.864
"233",233,"@pondering_this @CarlyFiorina I had &amp; was very impressed w/her last pm. She took the entire night! Both ","Positive",0.6,1,0.57,0.86
"32",32,"RT @Marnus3: The perfect remedy for a ","Neutral",0.6,1,0.572,0.856
"112",112,"zoegberg: RT sarahkendzior: Can't believe people are writing real articles about who won ","Negative",0.6,1,0.572,0.856
"414",414,"Fox News just declared that Megyn Kelly, Bret Baier, and Chris Wallace won tonight's debate. #GOPDebates","Negative",0.6,1,0.572,0.856
"496",496,"@AlPal_23 wins snapchat ","Negative",0.8,1,0.572,0.856
"499",499,"The perfect remedy for a ","Negative",0.6,1,0.572,0.856
"646",646,"Who won? Are more people talking about this picture w/ @HillaryClinton or the ","Neutral",0.6,1,0.572,0.856
"918",918,"@GMA Who won the ","Negative",0.6,1,0.572,0.856
"921",921,"The American people won the ","Negative",0.6,1,0.572,0.856
"947",947,"RT @MariaLiaCalvo: .@charles_gaba wins the Internet tonight. ","Neutral",0.8,1,0.572,0.856
"977",977,"RT @AndrewCryer1: I think that @BernieSanders won the ","Negative",0.6,1,0.572,0.856
"41",41,"Finally talking about race 100 min. In and CUT TO COMMERCIAL ","Negative",-0.2,0,-0.428,0.856
"843",843,"RT @mjtbaum: GOD is making an appearance at the ","Positive",0.2,0,0.428,0.856
"549",549,"RT @JbthomJohn: Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/tQXw14qzZB","Positive",-0.4,0,0.026,0.852
"441",441,".@BenCarson2016: ""We are the United States not the divided states."" #GOPdebates","Negative",0.2,0,0.421,0.842
"520",520,"RT @Montel_Williams: Gaining the most in tonight's ","Positive",0.4,0,0.421,0.842
"582",582,"RT @shawnsBrain66: ""Ultimately, liberals were unhappy, which means the GOP did something right"" #gopDebate http://t.co/08nrvGEsrA","Neutral",-0.4,0,-0.421,0.842
"243",243,"The real winners in the #GOPDebate were the Jr. Debaters, who came across as far more intelligent than the brawling children later on.","Positive",0.4,0.333,0.75,0.834
"131",131,"If anything I would say the real winner of the ","Positive",0.8,1,0.586,0.828
"133",133,"RT @warriorwoman91: Carly Declared Winner by Many at the first ","Positive",0.8,1,0.586,0.828
"320",320,"RT @SupermanHotMale: And the winner is... The Koch Brothers ","Positive",0.8,1,0.586,0.828
"617",617,"RT @JimmyJames38: Flat tax for the win ","Negative",0.8,1,0.586,0.828
"640",640,"The real winner of last night's ","Neutral",0.8,1,0.586,0.828
"710",710,"RT @SupermanHotMale: And the winner is... The Koch Brothers ","Neutral",0.8,1,0.586,0.828
"973",973,"RT @ThePatriot143: My winner overall of today's ","Negative",0.8,1,0.586,0.828
"974",974,"RT @COHealthAccess: The biggest winner at the Republican debate was ","Positive",0.8,1,0.586,0.828
"779",779,"Ben Carson was right to be angry, but next to Rand Paul and Donald Trump, he was downright passive. #GOPDebate","Neutral",-0.4,0,0.013,0.826
"319",319,"#GOPDebate Winners yesterday: Carly, Ben Carson, Marco Rubio, and, sadly, big gov't Mike Huckabee. Can Carly knock Christie off the stage?","Negative",-0.1,-0.333,0.077,0.82
"454",454,"RT @dbeltwrites: Donald Trump's hair looks like it's permanently being blurred out by the TV censors. ","Neutral",0,-0.333,0.077,0.82
"505",505,"RT @micnews: 4 years after booing a gay soldier, the #GOPDebate crowd cheered LGBT acceptance http://t.co/k7WaKz1g5Q http://t.co/qE2TpUTVW3","Neutral",0.4,0.333,0.743,0.82
"818",818,"#GOPDebate asks candidates whether or not God has told them what to do as President.  
#Imbeciles","Negative",0.2,0,-0.206,0.812
"295",295,"Just watched the #GOPDebate. Some strong candidates, but no clear winner. Will be interesting to see who wins the #TrumpvsFoxNews feud.","Negative",0.4,0.6,0.194,0.812
"110",110,"RT @steve0423: I don't want my marriage or my guns registered in Washington!! #StandWithRand 
#GOPDebate","Neutral",0.2,0,-0.204,0.808
"46",46,"I wish the ","Negative",0.2,0,0.402,0.804
"87",87,"I'm interested to see if Carly Fiorina, Ben Carson and Mike Huckabee pick up steam.  Everyone came out unscathed in these #GOPDebates","Positive",0.4,0,0.402,0.804
"108",108,"We definitely need ","Neutral",0,0,0.402,0.804
"186",186,"Watching the republican party implode from within is magical. ","Negative",0,0,0.402,0.804
"385",385,"Donald Trump &amp; Hillary Clinton deserve each other. I guess if the parties nominate these 2 phonies then America deserves them too ","Neutral",0,0.333,0.402,0.804
"484",484,"RT @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? ","Neutral",-0.1,0,-0.402,0.804
"565",565,"vicenews: Here's what happened at last night's #GOPDebate. Yes, realDonaldTrump was there: http://t.co/5Sgveo7r8n http://t.co/ASdsfke513","Neutral",0.2,0,0.402,0.804
"620",620,"RT @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? ","Negative",-0.1,0,-0.402,0.804
"697",697,"#DebateWithBernie #GOPDebates #FoxNews #FoxDebates Wish I'd seen Bernie's live-tweet and watched that, instead. http://t.co/7Qk0PEAecW","Neutral",0.2,0,0.402,0.804
"720",720,"RT @OhioBATs: yes we need to listen to this ","Negative",0.2,0,0.402,0.804
"881",881,"RT @MaeDenver: I made a donation to the Democratic Party in the middle of last night's ","Neutral",0,0,0.402,0.804
"906",906,"RT @AC360: I think the biggest problem this country has is being totally politically correct - @realDonaldTrump in ","Neutral",-0.4,0,-0.402,0.804
"971",971,"MSNBC got it right: RNC let Fox handle this because RNC wanted field narrowed and didn't wanna do it. Clearly agenda = ax Trump. ","Neutral",0.2,0,0.402,0.804
"66",66,"I loved it in the ","Negative",0.6,1,0.599,0.802
"127",127,"It's a beautiful night in ","Positive",0.6,1,0.599,0.802
"610",610,"Language is beautiful http://t.co/GFyTi5ilVC ","Negative",0.6,1,0.599,0.802
"618",618,"An assassination attempt  ...now GOP has to deal w/ th consequences ","Neutral",-0.6,-1,-0.599,0.802
"15",15,"RT @TheBaxterBean: Rick Santorum said it best. ","Neutral",0.6,1,0.637,0.8
"60",60,"RT @NRO: If you missed the first few minutes of last night's ","Positive",-0.4,0,-0.296,0.8
"104",104,"@HillaryClinton easily won last night's ","Neutral",0.6,1,0.727,0.8
"124",124,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","Positive",0.6,1,0.637,0.8
"134",134,"RT @patriotmom61: Best moment of ","Positive",0.6,1,0.637,0.8
"158",158,"Best ""reality"" show on earth #GOPDebate","Positive",0.6,1,0.637,0.8
"160",160,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","Negative",-0.6,-1,-0.691,0.8
"195",195,"GOP Candidates Throw Out Their Best Hillary Clinton Zingers http://t.co/nSS1U3sALh VIDEO ","Neutral",0.6,1,0.637,0.8
"223",223,"RT @darth: the recap outside is always the best part tbh

#GOPDebate http://t.co/PIlRfPa6HC","Neutral",0.6,1,0.637,0.8
"227",227,"Can't wait to see which Lannister they kill off in the next episode of ","Negative",-0.6,-1,-0.691,0.8
"253",253,"RT @jennrios1191: @BretBaier is by far the best moderator tonight. Hands down. ","Negative",0.6,1,0.637,0.8
"259",259,"RT @BuhByeGOP: Liar Ted Cruz is a liar... ","Neutral",-0.6,-1,-0.765,0.8
"291",291,"RT @Wolfofwarrenst: Just in case you missed the ","Negative",-0.4,0,-0.296,0.8
"318",318,"""Miss the #GOPDebate? Here are the highlights, in 60 seconds--WATCH: http://t.co/yNNabR9pqQ http://t.co/WRRgMtvyOz""","Neutral",-0.4,0,-0.153,0.8
"323",323,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","Neutral",-0.6,-1,-0.691,0.8
"329",329,"He's a great business man, but would Donald Trump make a good President? #donaldtrump #trump #gopdebate... http://t.co/tByO1WWvIs","Negative",0.6,1,0.751,0.8
"346",346,"I just heard Megyn Kelly's question to Trump! His comeback w Rosie O'Donnell was appalling but predictable! ","Neutral",-0.4,0,-0.326,0.8
"354",354,"Montel Williams Just Endorsed John Kasich For President.
#GOPDebate http://t.co/eZ9yL3UXXs","Positive",0.4,0,0.25,0.8
"371",371,"RT @OhNoSheTwitnt: Can't wait to see which Lannister they kill off in the next episode of ","Neutral",-0.6,-1,-0.691,0.8
"375",375,"RT @PennBat: ""We fought the teachers union""--.@ChrisChristie ...and how did that improve New Jersey schools? #BATsAsk #GOPDebate .@NJBatsa","Negative",0.4,0,0.153,0.8
"384",384,"RT @NYCdeb8tr: @redsteeze @dalestokely Megyn Kelly was so over the top, I thought she would announce her candidacy last night. #GOPDebates","Neutral",0.4,0,0.265,0.8
"506",506,"RT @NARAL: .@BobbyJindal brags about how anti-choice his state is; @amprog report in 2013 said Louisiana was WORST state for women. ","Negative",-0.6,-1,-0.703,0.8
"512",512,"Best line of the night?

#MarcoRubio #GOPDebate http://t.co/zhnqHDPILn","Positive",0.6,1,0.637,0.8
"538",538,"RT @NARAL: ""@scottwalker, given your record in Wisconsin, why should voters believe you?"" Great question, #GOPDebate.","Positive",0.6,1,0.625,0.8
"539",539,"@FoxNews @realDonaldTrump best line of the night ","Negative",0.6,1,0.637,0.8
"543",543,"We need to put someone to debate against HRC like @marcorubio. -@JedediahBila on ","Positive",0.4,0,0.361,0.8
"550",550,"""The purpose of the military is to kill people and break things"" @GovMikeHuckabee #GOPDebates  might be the quote of the night","Positive",-0.6,-1,-0.691,0.8
"578",578,"@JayandSteve
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut","Neutral",-0.4,0,-0.25,0.8
"586",586,"@slone @instapundit There are actually people angry that the candidates were asked real questions?  Seriously?
#GOPDebate","Positive",-0.6,-1,-0.655,0.8
"612",612,"Rubio-Backed Insurance Market ""Covers 80 People"" -Obamacare Covers 1.6M in FL Alone http://t.co/WHgciD8Ee7 #GOPDebate http://t.co/Y1AWqcPfNW","Negative",-0.4,0,-0.25,0.8
"635",635,"Let's just draw straws and replace everyone in DC from the top down with all these guys on stage besides Bush &amp; Christie? ","Neutral",0.4,0,0.202,0.8
"678",678,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","Positive",0.6,1,0.637,0.8
"682",682,"RT @MelissaGracey: Credit for this joke goes to someone else but it is funny! ","Positive",0.6,1,0.761,0.8
"683",683,"2 drinks -#Trump said ""great, great."" #GOPDebates","Positive",0.6,1,0.848,0.8
"688",688,"Not Usually In To Politics...But This Is Good Entertainment ","Positive",0.6,1,0.691,0.8
"693",693,"I bet Rand Paul consults Todd Palin on the best place to service his snowmobile when he visits AK ","Neutral",0.6,1,0.637,0.8
"756",756,"RT @diegueno: what working people missed in the ","Negative",-0.4,0,-0.296,0.8
"760",760,"Props to @FoxNews for the GREAT questions.  @megynkelly @BretBaier @FoxNewsSunday ","Positive",0.6,1,0.703,0.8
"805",805,"Best part of the ","Neutral",0.6,1,0.637,0.8
"811",811,"After reading many articles, the general consensus is that the best performance came from Rubio, Kasich, and Cruz, in that order. #GOPDebate","Neutral",0.6,1,0.637,0.8
"821",821,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","Neutral",0.6,1,0.637,0.8
"832",832,"REMINDER: Family is important to Republican 2016 candidates, just not gay families. http://t.co/Cs0UsasSQS #GOPDebate http://t.co/FmafDUbmfb","Negative",0.4,0,0.202,0.8
"844",844,"BWAHAHA!! Love this ","Positive",0.6,1,0.786,0.8
"853",853,"RT @ShannonBream: Generations will look back and think we're barbarians for murdering millions of unborn babies - says @MarcoRubio ","Neutral",-0.6,-1,-0.649,0.8
"855",855,"Love when the ","Positive",0.6,1,0.637,0.8
"861",861,"RT @alexandergold: Kim Kardashian and Kanye West's selfie with Hillary Clinton is more important than anything said at the ","Positive",0.4,0,0.272,0.8
"864",864,"Trump whines about tough questions; 'Megyn behaved very nasty to me' http://t.co/jylEVqSzRr ","Neutral",-0.6,-1,-0.802,0.8
"868",868,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","Neutral",-0.6,-1,-0.691,0.8
"873",873,"Best thing about the ","Negative",0.6,1,0.637,0.8
"876",876,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","Negative",-0.6,-1,-0.691,0.8
"878",878,"@tiffinit @jessilespie @JDante_PR @selhussain love your @Storify! ","Neutral",0.6,1,0.67,0.8
"915",915,"Hee hee hee.  Did you watch your party's debate?  Talk about word games.  #GOPDebate Good times, good times. @SpeakerBoehner","Neutral",0.6,1,0.7,0.8
"920",920,"RT @mette_mariek: Donald Trump is @eddiepepitone's best character ever. ","Negative",0.6,1,0.637,0.8
"990",990,"The #GOPDebates are probably as good a time as any to weigh in on this vital issue: #AprilLives (and #sharknadoyes, @HDTGM )","Neutral",0.6,1,0.625,0.8
"751",751,"RT @OnceUponALiz: I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates","Positive",0.2,0,0.392,0.784
"254",254,"Kasich the clear standout among ","Positive",0.2,0,0.382,0.764
"475",475,".@CorrectRecord
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush http://t.co/bgzYsySfSU","Negative",-0.2,0,0.178,0.756
"579",579,"RT @LiberalMmama: I watched the #GOPDebate and all I can say is Pres Obama was right,he WOULD win again! #FourMoreYears","Positive",0.8,1,0.624,0.752
"114",114,"@EdgeofSports Thanks for being a voice of reason in this mess! #GOPDebates
Laughs are few this evening, but ""canned goods"" is gold!","Negative",0.067,0.333,0.437,0.74
"61",61,"RT @larryelder: Worse than an unprepared candidate is blind support for one. I was pulling for ","Negative",-0.133,-0.5,-0.477,0.734
"89",89,"Thx to @FlashReport For the ink. #POTUS #GOPDebate @Brietbart 

http://t.co/VtZMLUJRQi","Negative",0,0,0.361,0.722
"230",230,"RT @climatebrad: .@JebBush's Million-Dollar Donors, updated thx to @zachmider http://t.co/K3BcdnUTM0 #GOPDebate http://t.co/qdiwcwNQY0","Negative",0,0,0.361,0.722
"284",284,"This is so f*%king entertaining it should be ILLEGAL! ","Negative",-0.1,0,-0.35,0.7
"395",395,"Omg @megynkelly! I am not a Fox News fan and not a Clinton fan.. But she did an amazing job last night, impressed with her qs. #GOPDebate","Positive",0.65,1,0.896,0.7
"970",970,"RT @_HankRearden: John Sinunu, who wrote a book about Jeb's dad, doesn't like Trump. What a fucking shock. #GOPDebate","Negative",-0.267,-0.333,-0.613,0.692
"707",707,"So Trump uses the GOP stage as he wants but reserves the right to destroy GOP chances in 2016 at any time? Great GOP leadership. ","Neutral",0.133,0.333,0.477,0.688
"486",486,"Megyn Kelly played footies with Debbie Washerwoman Schultz. She attempted to take out Donald Trump. 
#Foxnews
#Gopdebate","Positive",0,0,0.34,0.68
"647",647,"Am I the only one wondering if Rubio &amp; his wife play Marco Polo when they have sex? Except replace Polo with Rubio. ","Neutral",0,0,0.34,0.68
"796",796,"RT @megynkelly: .@realDonaldTrump on giving to ","Positive",0,0,0.34,0.68
"815",815,"Ok goodbye ","Negative",0,0,0.34,0.68
"960",960,"Rush Limbaugh ""Fox News made the debate seem like there is a Republican war on women.""  #EpicFail #FoxNews #GOPDebate","Neutral",0,0,-0.34,0.68
"939",939,"Before I even get started on the #GOPDebate last night, head over to le #blog to see a #new post! --&gt; http://t.co/OpqAUDGvcv","Neutral",0,0,0.338,0.676
"128",128,"#GOPDebate was hugely entertaining. Sadly, we learned almost nothing http://t.co/1Gt4LrEePO #tcot #LatinosListen #latism","Negative",0,0.333,0.03,0.666
"136",136,"@PostGraphics @FactTank Rate of speech can indicate confidence.Too fast, a swindler;too slow,unprepared #GOPDebate http://t.co/Fs7R705Es9","Negative",0,-0.333,0,0.666
"167",167,"I am in no way stumping for @realDonaldTrump, but I do find it interesting that both the left &amp; the right are bashing him hard. #GOPDebate","Neutral",0,0.333,0.329,0.666
"799",799,"RT @Writeintrump: Anyone know why Megan Kelly was so pissed at me during the ","Neutral",-0.8,-1,-0.67,0.66
"828",828,"RT @ElliePTweet: Any one of these guys on his worst day is better than any democrat on their best day. ","Neutral",0.133,0.333,0.459,0.652
"309",309,"@NPR and I'm sure Immigrant Song came up ","Positive",0,0,0.318,0.636
"559",559,"It's Huge... It's a F","Negative",0.2,0,0.318,0.636
"813",813,"Orange is the new... President? :-) ","Neutral",0,0,0.318,0.636
"479",479,"Finally watched the #GOPDebate, freakin' hilarious. Kelly killed it, and Trump definitely got his showboat. Was there anyone else there?","Neutral",-0.1,-0.333,-0.026,0.614
"191",191,"Nope. I think that was the most unintentionally funny political event I've ever seen. It was great! ","Negative",0.7,1,0.821,0.6
"657",657,"EXCELLENT .@michellemalkin WOW ","Positive",0.7,1,0.874,0.6
"248",248,"RT @NASCARNAC: Funny to see so many calling to avoid watching @FOXNews I've been saying this for a DECADE. ","Negative",0.3,0,0.178,0.6
"774",774,"RT @KEEMSTARx: The black guy is smart as fuck! ","Negative",-0.3,0,-0.271,0.6
"173",173,"RT @GOPendejos: An HOUR in and STILL No mention of ","Negative",-0.2,0,-0.296,0.592
"807",807,"RT @lowrancc: ""We're borrowing $1M a minute. It's gotta stop somewhere."" #StandWithRand #GOPDebate http://t.co/s7ukcFcEfB","Positive",-0.2,0,-0.296,0.592
"888",888,"Tea4TeXs: RT CNN: No one eclipses realDonaldTrump at ","Positive",-0.2,0,-0.296,0.592
"70",70,"To start th evening, RNC moderators dropped Atom Bomb on #Trump 
...Trump kicked it thru th uprights #GOPDebate #GOPDebates
@washingtonpost","Negative",-0.2,-0.333,-0.494,0.588
"734",734,"Win and you know it Roger!!!! ","Neutral",0.8,1,0.716,0.568
"408",408,"RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump ","Neutral",-0.8,-1,-0.721,0.558
"769",769,"RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump ","Negative",-0.8,-1,-0.721,0.558
"842",842,"""That's a broken system (that I have only ever benefitted from and still think is awesome)!"" @realDonaldTrump #GOPDebate","Neutral",0.333,0.333,0.611,0.556
"283",283,"RT @Andrew_Marcinko: Here's a FB photo of the guy who asked whether the candidates had spoken to God at ","Negative",0.2,0,0.273,0.546
"339",339,"RT @monaeltahawy: TwitterLand: has God spoken to you about the ","Neutral",0.2,0,0.273,0.546
"352",352,"If @JohnKasich hasn't wrapped up the mailman vote by the end of this debate, he ought to drop out. #GOPdebates #LZDebates","Neutral",-0.2,0,-0.273,0.546
"363",363,"RT @kavithadavidson: I will totally stay tuned for god, Megyn. #GOPDebate","Positive",0.2,0,0.273,0.546
"762",762,"RT @2noame: Oh God. ","Negative",0.2,0,0.273,0.546
"894",894,"HOW COULD YOU NOT ASK TRUMP ABOUT GOD ","Neutral",0.2,0,0.273,0.546
"424",424,"Good eyes .@randikayeCNN on spotting @360vodka Patriot btl on ","Negative",0.6,0.333,0.44,0.534
"480",480,"And...#DonaldTrump remains at the top of the polls! Boo what is wrong with people! #Kasich2016 did well. #GOPDebate ""fat pig"", women..NO","Negative",-0.067,-0.333,-0.198,0.532
"607",607,"#GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN","Neutral",0,0,-0.262,0.524
"630",630,"Cancelled ","Negative",-0.2,0,-0.25,0.5
"929",929,"RT @KevXIndy: I seriously wish @JamesRosenFNC was one of tonight's moderators ","Neutral",0.2,0,0.25,0.5
"36",36,"RT @CarlyFiorina: Talked with @ijreview about my pre-debate ritual. I take Solitaire very seriously. https://t.co/O7UJL56NM7 ","Positive",0,0,-0.248,0.496
"276",276,"RT @Disruptepreneur: Wow. My primary source of entertainment for the next six months has been cemented. ","Positive",0.8,1,0.765,0.47
"262",262,"@GameofOwns Last night, I kept imagining what a debate would be like between the contenders for the Iron Throne. Probably bloody. #GOPDebate","Negative",-0.1,-0.333,-0.103,0.466
"457",457,"#GOPDebate I loved Walker nodding along to Carson's responses. Carson speaks common sense, sadly that is an uncommon trait.","Positive",0.1,0.333,0.273,0.466
"733",733,"You hear that, GOP candidates? Kasich said God wants America to succeed.  Too bad some of you, at least, wanted America to fail! #GOPDebates","Positive",-0.267,-0.5,-0.457,0.466
"429",429,"RT @OhNoSheTwitnt: I'm surprised Trump doesn't use air quotes when he says ""president"" Obama. #GOPDebate","Positive",0,0,0.226,0.452
"57",57,"How's this for an accurate description of our system? https://t.co/E68Hblfc2G. The #GOPDebate illustrated this in a wonderful, scary fashion","Negative",0.2,0.333,0.128,0.41
"992",992,"RT @stevenoh88: So sad that today is Jon Stewart's last day on @TheDailyShow. I would love to see his take on ","Negative",0.1,0,0.204,0.408
"278",278,"RT @DaTechGuyblog: Is it jut me or is @tedcruz playing 3D chess in a room full of checkers players?  ","Neutral",0,0,0.202,0.404
"208",208,"The big twist of the ","Neutral",0.2,0,0,0.4
"261",261,"#GOPDebate ""We got nothing. And Iran gets everything they want."" @GovMikeHuckabee #MarshaMarshaMarsha","Negative",0.2,0,0.077,0.4
"269",269,"RT @DianneG: Off to see @RandPaul.  Anything in particular you want me to ask him?  ","Neutral",0.2,0,0.077,0.4
"274",274,"RT @pulmyears: Official photo from the big #FoxNews #GOPDebate last night: http://t.co/uaiB1M8ekC
#teaparty @socalimilitia1 @donkeyarguing","Negative",0.2,0,0,0.4
"611",611,"RT @megynkelly: .@RandPaul I want to collect more records from terrorists, but less records from innocent Americans #GOPDebate","Positive",0.2,0,0.045,0.4
"636",636,"RT @OldRowOfficial: Who do you really want leading the country? ","Neutral",0.2,0,0.151,0.4
"690",690,"RT @2DOPEANTIBHVR: so u want us to build a wall ","Negative",0.2,0,0.148,0.4
"961",961,"I want what Rand Paul is having ","Positive",0.2,0,0.077,0.4
"996",996,"Why do you want people at your wedding whose presence has to be commanded? @realDonaldTrump  @TMP  ","Negative",0.2,0,0.077,0.4
"534",534,"RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. ","Negative",0.3,0.333,0.153,0.36
"674",674,"RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. ","Negative",0.3,0.333,0.153,0.36
"676",676,"RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. ","Positive",0.3,0.333,0.153,0.36
"715",715,"Don't divide, unite because everybody rises with failed trickle down economics #GOPdebates","Neutral",-0.4,-0.333,-0.511,0.356
"50",50,"RT @YourYakiri: Is it rude to throw a Valium into someone's mouth while they're talking???

Asking for a few million friends. 

#GOPDebate","Neutral",0,0,0.163,0.326
"56",56,"RT @LPNational: Yes, let's cut congressional pensions. #GOPDebate","Neutral",0,0,0.153,0.306
"775",775,"I know someone has the finalized amount of time each candidate had to speak, send it to me pls!
#GOPDebate","Negative",0,0,0.151,0.302
"600",600,"RT @TexasForBernie: Stand w @BernieSanders against extremist GOP that feeds on violating fundamental rights ","Negative",-0.4,-0.5,-0.542,0.284
"670",670,"Anyone unhappy about last night's debate. This should cheer you up. ","Neutral",0,0,0.128,0.256
"797",797,".@realDonaldTrump totally dominates @DRUDGE_REPORT and @TIME ","Positive",0,0,0.126,0.252
"865",865,"Enjoying #Democrat panic over #Hillary cratering in polls. People won't support pandering, sneaky unsympathetic politician...#GOPDebate","Positive",0,0,-0.126,0.252
"257",257,".@megynkelly  asked .@realDonaldTrump  poor questions, why, was this to help Bush in the polls? #Hannity #GOPDebate https://t.co/p389iIlE2N","Neutral",0,0,-0.103,0.206
"338",338,"RT @Karatloz: you're playing as Yoshi but you're made out of yarn, the whole world is made out of yarn #GOPDebates","Negative",0,0,0.103,0.206
"567",567,"No expectation of ever being Prez. Rehearsal reaching for wallets when someone else will pick up the tab ","Neutral",0,0,-0.103,0.206
"341",341,"GOP Debate News - Trump Shocks GOP Faithful http://t.co/H5XBIbvgST  ","Negative",0.1,0,0.077,0.2
"422",422,"This would be much better if they'd had a bracketed battle bot competition. Only the 4 finalist bot builders get to debate. ","Neutral",0.1,0,0.077,0.2
"631",631,"GOP Debate News - Trump Shocks GOP Faithful http://t.co/T0k3oOKwM0  ","Negative",0.1,0,0.077,0.2
"703",703,"GOP Debate News - Trump Shocks GOP Faithful - http://t.co/v4wnjcy9Sw - ","Negative",0.1,0,0.077,0.2
"937",937,"@CNN No, but I watched a couple of kids argue over who had a better birthday at work. I figure the #GOPDebate went a similar way.","Negative",0.1,0,0.039,0.2
"946",946,"GOP Debate News - Trump Shocks GOP Faithful - http://t.co/TdLF7jC3Ig -","Negative",0.1,0,0.077,0.2
"497",497,"@RandPaul didn't defend the 4th amendment too eloquently last night but this article is a good mediator http://t.co/VLt68ymse2 ","Negative",0.6,0.5,0.593,0.2
"79",79,"I wonder which candidate is going to be the first to accidentally call Ben Carson ""the help"" #GOPDebates","Neutral",0,0,0.077,0.154
"237",237,"RT @brock_a_r: I wonder which candidate is going to be the first to accidentally call Ben Carson ""the help"" #GOPDebates","Negative",0,0,0.077,0.154
"390",390,"Low key impressed I only lost 1 follower tonight ","Negative",0,0,-0.077,0.154
"399",399,"#GOPDebate Winners: #Trump, #Kasich, #Rubio. Losers: #Bush, #Carson, #Cruz | http://t.co/qS4o70ZXBy | http://t.co/JM1zvd5qyd","Neutral",0,0,-0.077,0.154
